codigo,descripcion,categoria,archivo_foto
JALELECTROO,JALADERA COLONIAL ORO,Forja artistica,JALELECTROO.webp
JALELECTRO,JALADERA COLONIAL PLATA,Forja artistica,JALELECTRO.webp
JALALUN,JALADERA COLOR NEGRA P/VENTANA CORRED.,Herrajes,JALALUN.webp
JALRUSC,JALADERA RUSTICA COBRE,Herrajes,JALRUSC.webp
JALRUSPCC/P,JALADERA RUSTICA COBRE C/ PERF.T/PORT.,Herrajes,JALRUSPCC-P.webp
JALRUSP,JALADERA RUSTICA PLATA,Herrajes,JALRUSP.webp
JALRUSPC/P,JALADERA RUSTICA PLATA C/PERF. T/PORT.,Herrajes,JALRUSPC-P.webp
JINETEFC,JINETE FO.CO,Forja artistica,JINETEFC.webp
JGAMA,JUEGO DE AMACOLLAS 5/8,Herramienta manual,JGAMA.webp
JGAMA13,"JUEGO DE AMACOLLAS P /1/2""",Herramienta manual,JGAMA13.webp
LEONBM,LEON BRONCE MEDIANO,Forja artistica,LEONBM.webp
LEONFC,LEON FO. CO,Forja artistica,LEONFC.webp
LUCHFC,LUNA CHICA FO.CO,"Herrería, forja y herrajes",LUCHFC.webp
LUMEDFC,LUNA MEDIANA FO CO,"Herrería, forja y herrajes",LUMEDFC.webp
MEDACH,MEDALLON CHICO,"Herrería, forja y herrajes",MEDACH.webp
MEDAGDE,MEDALLON GRANDE,"Herrería, forja y herrajes",MEDAGDE.webp
MEDEGDE2,MEDALLON GRANDE (45.50 CM X 26 CM),"Herrería, forja y herrajes",MEDEGDE2.webp
MEDARED,MEDALLON REDONDO,Acero (barra y placa),MEDARED.webp
MEDE25,"MEDIA ESFERA 1""",Forja artistica,MEDE25.webp
MEDE38,"MEDIA ESFERA 1"" 1/2",Forja artistica,MEDE38.webp
MEDE50,"MEDIA ESFERA 2""",Forja artistica,MEDE50.webp
PUNLAN,PUNTA LANZA,Forja artistica,PUNLAN.webp
PUNLIZ,PUNTA LIZ P/RED 1/2,Forja artistica,PUNLIZ.webp
PUNPIC,PUNTA PICUDA,Forja artistica,PUNPIC.webp
PUNREY,PUNTA REYNA,Forja artistica,PUNREY.webp
RAUVAD,RACIMO DE UVA DOBLE 10X9,Forja artistica,RAUVAD.webp
RAUVA2,RACIMO DE UVAS C/HOJA CH.(7.50X8CM),Herramienta manual,RAUVA2.webp
RAUVA1,RACIMO DE UVAS C/HOJA GDE.(8.50X10CM),Herramienta manual,RAUVA1.webp
CORONA,REMATE CORONA,Forja artistica,CORONA.webp
SOLCHFC,SOL CHICO FO. CO,"Herrería, forja y herrajes",SOLCHFC.webp
SOLFCG,SOL GRANDE FO.CO ( 27 CM),"Herrería, forja y herrajes",SOLFCG.webp
SOLMEDFC,SOL MEDIANO FO CO ( 20 CM),"Herrería, forja y herrajes",SOLMEDFC.webp
TOCAPMAN,TOCA PUERTA (MANO),"Herrería, forja y herrajes",TOCAPMAN.webp
TOCAPCH,TOCA PUERTAS CHICO 20 CM X 20 CM,"Herrería, forja y herrajes",TOCAPCH.webp
52079,BARRA PERFORADA 2 MTS. NO 14,Acero (barra y placa),52079.webp
118/H/2,BARROTE CUADRADO 1.2X1.2 CM ALTO 90CM (118/H/2),Acero (barra y placa),118-H-2.webp
-72681,BARROTE FORJADO 1 PALMA 1.2CM CUAD.,Herrajes,72681.webp
BF1701/13,BARROTE FORJADO 1 PALMA P.PALOMA 1.20CM CUAD.,Herrajes,BF1701-13.webp
BF1701/3,BARROTE FORJADO 2 PALMAS 1.2CM CUAD.,Herrajes,BF1701-3.webp
BF497/2,BARROTE FORJADO C/2 CUELLO 1.2 CM RED,Tuberia y conexiones,BF497-2.webp
-652655,BARROTE FORJADO C/PIÑA ALTO 1.10 MTS(COD113/2),Herrajes,652655.webp
-72073,BARROTE FORJADO C-12 DE 1 MTS,Herrajes,72073.webp
-655577,BARROTE FORJADO/NUDO C-12,Herrajes,655577.webp
-655608,BARROTE MARTILLADO DE 2 CUELLOS DE 1 MTS,Tuberia y conexiones,655608.webp
-383808,BUZON ROJO ARTEFERRO 25.5X40.50 ART.849/3,"Herrería, forja y herrajes",383808.webp
-451378,COROLA 4X4CM,Forja artistica,451378.webp
CM13,"CUADRADO MARTILLADO  1/2"" DE 6MT. ART.18/16000",Macizos,CM13.webp
53479,ELEMENTO BALCONES MARTILLADO DE 80 CM,Forja artistica,53479.webp
-451772,HOJA 11 X 14 CM,Herramienta manual,451772.webp
-451803,HOJA 11 X 14 CM IZQ.,Herramienta manual,451803.webp
-451347,HOJA 9X 9 CM,Herramienta manual,451347.webp
-642612,HOJA CHAPA 3.9 CM D. 1 CM ALTO,Herramienta manual,642612.webp
E0213,INOX ANCLAJE 100X6MM E0213,Tornilleria y fijacion,E0213.webp
E451,INOX ANGULO 90º SATINADO 42.4MM E451,Perfiles estructurales,E451.webp
E453,"INOX CONECTOR ""T"" SATINADO E453",Acero (barra y placa),E453.webp
E446,INOX CONECTOR REGUL. SATI 42.4MM E446,Acero (barra y placa),E446.webp
E450,INOX CURVA 90º SATINADA 42.4 MM E450,Acero (barra y placa),E450.webp
E4471,INOX CURVA REGULABLE SATIN. E4471,Acero (barra y placa),E4471.webp
E0127,INOX ESFERA SOLIDA SATIN 25 MM E0127,Acero (barra y placa),E0127.webp
E0042,INOX POSTE  42.4MM X2MM X 1M,Acero (barra y placa),E0042.webp
E0091,INOX SOPORTE CRISTAL 8 A 10MM E0091,Acero (barra y placa),E0091.webp
E00911,INOX SOPORTE CRISTAL 8 A10 MM E00911,Acero (barra y placa),E00911.webp
E009,INOX SOPORTE P/CRISTAL ESPESOR 9.52MM (E11204200),Acero (barra y placa),E009.webp
E006,INOX SOPORTE P/VARILLA E006,Acero (barra y placa),E006.webp
E0069,INOX SOPORTE P/VARILLA E0069,Acero (barra y placa),E0069.webp
E031/S1,INOX SOPORTE PASAMANOS  E031/S1,Acero (barra y placa),E031-S1.webp
E030/S,INOX SOPORTE PASAMANOS AJUSTABLE E030/S,Acero (barra y placa),E030-S.webp
E454,INOX SOPORTE PASAMANOS E454,Acero (barra y placa),E454.webp
E4581,INOX SOPORTE PASAMANOS E4581,Acero (barra y placa),E4581.webp
E0223,INOX SOPORTE PASAMANOS FIJO E0223,Acero (barra y placa),E0223.webp
E0104,INOX SOPORTE PASAMANOS GSO AJUSTABLE E0104,Acero (barra y placa),E0104.webp
E0119,INOX TERMINAL C/ROSCA E0119,Acero (barra y placa),E0119.webp
E01112,INOX TERMINAL CON ROSCA E01112,Acero (barra y placa),E01112.webp
E01151,INOX TERMINAL CON ROSCA E01151,Acero (barra y placa),E01151.webp
E001,INOX TUBO INOX 42.4 X 2MM X 3 M E001,Tuberia y conexiones,E001.webp
E455,INOX UNION RECTA SATINADA E455,Tuberia y conexiones,E455.webp
E005,INOX VARILLA 12MM X 3 MT E005,Acero (barra y placa),E005.webp
-643677,MARIPOSA CHICA  11X6.50 CM (CODIGO 137/9),"Herrería, forja y herrajes",643677.webp
-643647,MARIPOSA GRANDE 17.50X12.50CM (CODIGO13710),"Herrería, forja y herrajes",643647.webp
18994,PANEL CON HOJAS  DE .87 CM DE ALTURA,Herramienta manual,18994.webp
54058,PANEL VERTICAL/DOBLE PIÑA DE .90CM DE ALTURA,Lamina y cubiertas,54058.webp
54089,PANEL VERTICAL/PIÑA DE .90 CM ALTURA,Lamina y cubiertas,54089.webp
-524455,PANEL/ARCO PIÑA (ESCALERA) DE .90 CM DE ALTURA,Herramienta manual,524455.webp
-524486,PANEL/ARCO PIÑA DE .90 CM DE ALTO,Herramienta manual,524486.webp
-524851,PANEL/PIÑA DE 1.2 X .06 X .79 CM DE ALTO,Lamina y cubiertas,524851.webp
811/3/T,PASAMANOS DE  5.9 X 1.65 CM X 3.00MTS DE LARGO,"Herrería, forja y herrajes",811-3-T.webp
10393/4,PORTA LLAVES LEO ART.10393/4,Herramienta manual,10393-4.webp
10393/11,PORTA LLAVES PISIS ART.10393/11,Herramienta manual,10393-11.webp
-401034,POSTE TERMINAL/ESCALERA C/DRAGON,Herramienta manual,401034.webp
-401003,POSTE TERMINAL/ESCALERA CON HOJAS  DE .65 CM,Herramienta manual,401003.webp
126/B/3,PUNTA DE LANZA ESPAÑA,Forja artistica,126-B-3.webp
-16191,PUNTA DE LANZA ESTAMPADA 5.9CMX20CM,Forja artistica,16191.webp
126/B/4,PUNTA DE LANZA KRISS DIA,Forja artistica,126-B-4.webp
140/H/2,RACIMO DE UVAS CHICO,Forja artistica,140-H-2.webp
140/H/1,RACIMO DE UVAS GRANDES,Forja artistica,140-H-1.webp
-321412,ROSETA CON ARO EN EL CENTRO DIA 59CM (COD-1020/1),Forja artistica,321412.webp
-24014,SOLERA DECORADA DE 3.1 X .05 CM DE 3 MTS.,Perfiles estructurales,24014.webp
377/40/T,TERMINAL/PASAMANOS (1377/40/T),"Herrería, forja y herrajes",377-40-T.webp
-652443,TERMINAL/POSTE  DIA 7.5CM PUNTA (COD-113/9),Forja artistica,652443.webp
-652413,TERMINAL/POSTE DIA 7CM REDONDO (COD-113/10),Acero (barra y placa),652413.webp
-181099,TERMINAL/POSTE DIAM7CM ALTO 10CM ART1404/3,Herrajes,181099.webp
-642673,TULIPAN CHAPA 1.8 CM D. X 1.5 CM ALTO,Herrajes,642673.webp
-642643,TULIPAN CHAPA 2.4 CM D. X 1.30 CM ALTO,Herrajes,642643.webp
O315224401,LAMINA POLIPROPILENO OND.1.52X2.44 ROJA,Lamina y cubiertas,O315224401.webp
O315224402,LAMINA POLIPROPILENO OND.1.52X2.44 TRASL,Lamina y cubiertas,O315224402.webp
O315230501,LAMINA POLIPROPILENO OND.1.52X3.05 ROJA,Lamina y cubiertas,O315230501.webp
O315230502,LAMINA POLIPROPILENO OND.1.52X3.05 TRASL,Lamina y cubiertas,O315230502.webp
R110730503,LAMINA POLIPROPILENO R-101 DE 3.05 GRIS,Lamina y cubiertas,R110730503.webp
R110730501,LAMINA POLIPROPILENO R-101 DE 3.05 ROJA,Lamina y cubiertas,R110730501.webp
R110730502,LAMINA POLIPROPILENO R-101 DE 3.05 TRASL,Lamina y cubiertas,R110730502.webp
R110736602,LAMINA POLIPROPILENO R-101 DE 3.66 TRASL,Lamina y cubiertas,R110736602.webp
CAB14-C,LENTE PROTECTOR CLARO 14-C,Seguridad (EPP),CAB14-C.webp
CAB-74A,LENTE PROTECTOR POLI. AMBAR CAB-74A,Seguridad (EPP),CAB-74A.webp
CAB-76A,LENTE PROTECTOR POLI. AMBAR CAB-76A,Seguridad (EPP),CAB-76A.webp
CAB-80C,LENTE PROTECTOR POLI. CLARO CAB-80C,Seguridad (EPP),CAB-80C.webp
CAB-71C,LENTE PROTECTOR POLI. CLARO( 71 CLARO),Seguridad (EPP),CAB-71C.webp
CAB-70H,LENTE PROTECTOR POLI. HUMO(70HUMO),Seguridad (EPP),CAB-70H.webp
CAB-66A,LENTE PROTECTOR POLI.AMBAR CAB-66A,Seguridad (EPP),CAB-66A.webp
CAB-70A,LENTE PROTECTOR POLI.AMBAR CAB-70A,Seguridad (EPP),CAB-70A.webp
CAB-80A,LENTE PROTECTOR POLI.AMBAR CAB-80A,Seguridad (EPP),CAB-80A.webp
CAB-76C,LENTE PROTECTOR POLI.CLARO (CAB-76C),Seguridad (EPP),CAB-76C.webp
ABRATE47,"ABRAZADERA P/TUBO 1 1/2"" TENSION (1 7/8"")",Tuberia y conexiones,ABRATE47.webp
ABRATE41,"ABRAZADERA P/TUBO 1 1/4"" TENSION (1 5/8"")",Tuberia y conexiones,ABRATE41.webp
ADOROVALO,ADORNO COLONIAL R600 OVALO VENECIA,Forja artistica,ADOROVALO.webp
ADORNOC,ADORNO CULEBRA (R600),Forja artistica,ADORNOC.webp
AROCONFLORFO.CO.,ARO CON FLOR DE FO.CO. (R906),Forja artistica,AROCONFLORFO-CO.webp
AROTB113,"ARO TUBULAR DE CUAD. 1/2"" 113 MMM (4"" 1/2)",Tubulares,AROTB113.webp
BISBIVCG,BIBEL CHICO TAPADO (CASCAR),Herrajes,BISBIVCG.webp
"BISBA5""C/PLA","BISAGRA DE BARRIL 5"" C/PLACA (BH05)",Acero (barra y placa),BISBA5-C-PLA.webp
"BISBA7""C/PLA","BISAGRA DE BARRIL 7"" C/PLACA (BH07)",Acero (barra y placa),BISBA7-C-PLA.webp
BISLB56,"BISAGRA DE LIBRO 2 1/4"" X 3 1/2""",Herrajes,BISLB56.webp
BISLB75,"BISAGRA DE LIBRO 3"" X 3""",Herrajes,BISLB75.webp
BISL100,"BISAGRA DE LIBRO ALTA R. 4"" X 4""",Herrajes,BISL100.webp
BISLBA125,"BISAGRA DE LIBRO ALTA R. 5"" X 5""",Herrajes,BISLBA125.webp
BISLBA150,"BISAGRA DE LIBRO ALTA R. 6"" X 6""",Herrajes,BISLBA150.webp
BISLBA75,"BISAGRA DE LIBRO ALTA R.3""X 3""",Herrajes,BISLBA75.webp
BISLB50,"BISAGRA DE LIBRO DE 2"" X 2""",Herrajes,BISLB50.webp
BISL88,"BISAGRA DE LIBRO DE 3 1/2"" X 3 1/2""",Herrajes,BISL88.webp
BISL100S,"BISAGRA DE LIBRO SENCILLA  4"" X 4""",Herrajes,BISL100S.webp
BOTONB,BOTON BARROCO(R505)(REYES),"Herrería, forja y herrajes",BOTONB.webp
CAJAR4G,"CAJA P/RUEDA DE ANGULO DE 4""GALV. P/PORTON AUTOM.",Soldadura y abrasivos,CAJAR4G.webp
CAJAR4,"CAJA PARA RUEDA DE ANGULO DE 4""",Soldadura y abrasivos,CAJAR4.webp
CAJAR6,"CAJA PARA RUEDA DE ANGULO DE 6""",Soldadura y abrasivos,CAJAR6.webp
CECON13,"CANASTA O PIÑA ECONOM. DE 1/2""",Forja artistica,CECON13.webp
CTROP13,"CANASTA O PIÑA TROPICALIZADA 1/2""",Forja artistica,CTROP13.webp
CINA18,"CINTA NAVAJA 18"" (CBT-65)",Herramienta manual,CINA18.webp
CODSOL38,"CODO SOLDABLE 1"" 1/2 X 45 GRADOS",Tuberia y conexiones,CODSOL38.webp
CODSOL32,"CODO SOLDABLE 1"" 1/4 X 45 GRADOS",Tuberia y conexiones,CODSOL32.webp
CODSOL25,"CODO SOLDABLE 1"" X 45 GRADOS",Tuberia y conexiones,CODSOL25.webp
CODS75,"CODO SOLDABLE 3""",Tuberia y conexiones,CODS75.webp
CRUZE,CRUZ ESPAÑOLA CHICA (R910),Forja artistica,CRUZE.webp
CRUZR,CRUZ ROMANA GDE. (R915),Forja artistica,CRUZR.webp
CUA13,"CUELLO ANTIGUO 1/2""(8518-1/2)",Tuberia y conexiones,CUA13.webp
CUCRS13,"CUELLO CUAD. P/RED. DE 1/2""(251R-1/2"")",Tuberia y conexiones,CUCRS13.webp
CUESP13,"CUELLO ESPAÑOL P/CUAD. 1/2"" (751)(7024)",Tuberia y conexiones,CUESP13.webp
CUFC13,"CUELLO FRANCES P/CUAD. 1/2"" (303C)(7095C-1/2)",Tuberia y conexiones,CUFC13.webp
CUFP/C16,"CUELLO FRANCES P/CUAD. DE 5/8""(303C)(7095C-5/8)",Tuberia y conexiones,CUFP-C16.webp
CUF13,"CUELLO FRANCES P/RED 1/2"" (303)(7095-1/2)",Tuberia y conexiones,CUF13.webp
CUF16,"CUELLO FRANCES P/RED DE 5/8"" (303)(7095-5/8)",Tuberia y conexiones,CUF16.webp
CUMEDC13R,CUELLO MEDIO (HORIZ) .P/CUAD.1/2 (351)(7061),Tuberia y conexiones,CUMEDC13R.webp
CUMEDC13,"CUELLO MEDIO (VERTICAL)P/CUAD.1/2"" (451)(7065-1/2)",Tuberia y conexiones,CUMEDC13.webp
CUMEDFC13,"CUELLO MEDIO FRANCES P/CUAD 1/2"" (7093C)",Tuberia y conexiones,CUMEDFC13.webp
CUMEDF13,"CUELLO MEDIO FRANCES P/RED 1/2"" (7093)",Tuberia y conexiones,CUMEDF13.webp
CUMEDF16,"CUELLO MEDIO FRANCES P/RED 5/8"" (7093)",Tuberia y conexiones,CUMEDF16.webp
CUMEDR13,"CUELLO MEDIO P/RED. DE 1/2""(552)(7027-1/2)",Tuberia y conexiones,CUMEDR13.webp
CUMEDR16,"CUELLO MEDIO P/RED. DE 5/8"" (7027)",Tuberia y conexiones,CUMEDR16.webp
CUMILMR13,CUELLO MILANO MEDIO P/RED DE 1/2(652)(7023),Tuberia y conexiones,CUMILMR13.webp
CUMILR13,CUELLO MILANO P/RED.1/2,Tuberia y conexiones,CUMILR13.webp
CUNP/C13,CUELLO NAPOLITANO P/CUA.1/2 (205),Tuberia y conexiones,CUNP-C13.webp
CUNP/C16,"CUELLO NAPOLITANO P/CUAD. DE 5/8"" (205)",Tuberia y conexiones,CUNP-C16.webp
CUN13L,"CUELLO NAPOLITANO P/RED 1/2"" LIGH (201)(7090J-1/2)",Tuberia y conexiones,CUN13L.webp
CUN13,"CUELLO NAPOLITANO P/RED 1/2"" PESADO(202)(7090-1/2)",Tuberia y conexiones,CUN13.webp
CUN16,CUELLO NAPOLITANO P/RED 5/8 PESADO(202)(7090-5/8),Tuberia y conexiones,CUN16.webp
CUN16L,"CUELLO NAPOLITANO P/RED 5/8"" LIGH (201)(7090J)",Tuberia y conexiones,CUN16L.webp
CUCS13,"CUELLO P/ CUAD. DE 1/2"" LIGERO (251)(SSJ)",Tuberia y conexiones,CUCS13.webp
CUCS25,"CUELLO P/ CUADRADO 1"" (251)",Tuberia y conexiones,CUCS25.webp
CUCS19,"CUELLO P/CUAD. 3/4"" (251)",Tuberia y conexiones,CUCS19.webp
CUCS13P,"CUELLO P/CUAD. DE 1/2"" PESADO (251)(J)",Tuberia y conexiones,CUCS13P.webp
CUCS16,"CUELLO P/CUAD. DE 5/8"" (251)",Tuberia y conexiones,CUCS16.webp
CUCS10,"CUELLO P/CUADRADO DE 3/8"" (251)",Tuberia y conexiones,CUCS10.webp
CURS16,"CUELLO P/REDON. SENC.5/8"" (551)(7026-5/8)",Tuberia y conexiones,CURS16.webp
CURS13,"CUELLO P/REDONDO DE 1/2"" (551)(7026-1/2)",Tuberia y conexiones,CURS13.webp
CURCS13,CUELLO REDONDO P/CUAD 1/2 (550),Tuberia y conexiones,CURCS13.webp
CURCS16,"CUELLO REDONDO P/CUAD. 5/8"" (550)",Tuberia y conexiones,CURCS16.webp
E2PFCCR1638,ESFERA 2 PERF FO.CO. P/RED  5/8  (700R)(7042),Forja artistica,E2PFCCR1638.webp
ESFER2P1,"ESFERA 2 PERF. 1""(ESFER2P1)",Forja artistica,ESFER2P1.webp
E2PFFCO1338,"ESFERA 2 PERF. FO.CO.P/RED 1/2"" (700R)(7042-1/2)",Forja artistica,E2PFFCO1338.webp
E2PFCC1338,ESFERA 2 PERF.FO.CO. P/CUA.1/2 (EH)(7041-1/2),Forja artistica,E2PFCC1338.webp
E1P100,"ESFERA HUECA PULIDA DE 4""",Forja artistica,E1P100.webp
ES25,"ESFERA SOLIDA DE 1"" (CASCAR)(ES)",Forja artistica,ES25.webp
ES19,"ESFERA SOLIDA DE 3/4"" (CASCAR)(ES)",Forja artistica,ES19.webp
ALCHIALUM,FIG. ALCATRAS CHICO DE ALUMINIO,Forja artistica,ALCHIALUM.webp
ALCGALU,FIG. ALCATRAS GRANDE DE ALUM.,Forja artistica,ALCGALU.webp
PICAR12,PASADOR DE PISO RUSTICO RED 1/2 A30 (PICAR12),Herrajes,PICAR12.webp
PICAR22,PASADOR DE PISO RUSTICO RED 1/2 A55 (PICAR22),Herrajes,PICAR22.webp
PASSP,PASADOR SOLD. P/PTA,Herrajes,PASSP.webp
P6X6-1/4,"PLACA DE FIJACION 6""X6"" X 1/4",Acero (barra y placa),P6X6-1-4.webp
P3X3-3/16,"PLACA FIJACION 3""X 3"" DE  3/16",Acero (barra y placa),P3X3-3-16.webp
P4X4-3/16,"PLACA FIJACION 4"" X 4"" DE 3/16""",Acero (barra y placa),P4X4-3-16.webp
P5X5-3/16,"PLACA FIJACION 5"" X 5 "" DE 3/16""",Acero (barra y placa),P5X5-3-16.webp
PLATOGB612,"PLATO GIRATORIO P/BANCO 6 1/2"" X 6 1/2""","Herrería, forja y herrajes",PLATOGB612.webp
PLATOGB8,"PLATO GIRATORIO P/BANCO 8"" X 8""","Herrería, forja y herrajes",PLATOGB8.webp
PUNTA297AR,PUNTA 297R-1/2 ARABIA P/RED.1/2,Forja artistica,PUNTA297AR.webp
PUNAFRI,PUNTA AFRICANA (885),Forja artistica,PUNAFRI.webp
PUNBAR,"PUNTA BARROCO P/CUA.1/2"" (227)",Forja artistica,PUNBAR.webp
PUNBAR16,"PUNTA BARROCO P/CUAD.3/4"" (227)",Forja artistica,PUNBAR16.webp
PUNBA13,"PUNTA BARROCO P/REDONDO 1/2"" (227R)",Acero (barra y placa),PUNBA13.webp
PUNBA16,"PUNTA BARROCO P/REDONDO 5/8"" ( 227R )",Acero (barra y placa),PUNBA16.webp
PUNCAT,PUNTA CATEDRAL (655),Forja artistica,PUNCAT.webp
PUNCONI,"PUNTA CONICA P/CUAD 1/2"" (256)",Forja artistica,PUNCONI.webp
PUNCON,PUNTA CONTEMPORANEA (217-1/2),Forja artistica,PUNCON.webp
PUNCOB19,"PUNTA CONTEMPORANEA C/BOLA P/CUAD 3/4"" (217-B-3/4)",Forja artistica,PUNCOB19.webp
PUNCOB,PUNTA CONTEMPORANEA CON BOLA (217-B-1/2),Forja artistica,PUNCOB.webp
PUNDIAM,PUNTA DIAMANTE P/CUA DE 1/2 (226),Forja artistica,PUNDIAM.webp
PUN2LUNAS,PUNTA DOS LUNAS (255),Forja artistica,PUN2LUNAS.webp
PUNEST,PUNTA ESTRELLA P/CUA DE 1/2(211-1/2),Forja artistica,PUNEST.webp
PUNFL,PUNTA FLOR DE LIZ (265-1/2),Forja artistica,PUNFL.webp
PUNFLB,PUNTA FLOR DE LIZ CON BOLA (260-1/2),Forja artistica,PUNFLB.webp
PUNGA,PUNTA GALO,Forja artistica,PUNGA.webp
PUNGO,PUNTA GOTICA (215-1/2),Forja artistica,PUNGO.webp
PUNISP,"PUNTA HISPANA (670-1/2"")",Forja artistica,PUNISP.webp
PUNIMP,PUNTA IMPERIAL (330)(7019-1/2),Forja artistica,PUNIMP.webp
PUNJAI,PUNTA JAI ALI (222-1/2),Forja artistica,PUNJAI.webp
PUNMEXP/C13,PUNTA MEXICANA P/CUA. 1/2 (9C),Forja artistica,PUNMEXP-C13.webp
PUNMEX,PUNTA MEXICANA P/RED 1/2(9R),Forja artistica,PUNMEX.webp
PUNPARISJR,"PUNTA PARIS P/CUA. 1/2"" JR. (300J)",Forja artistica,PUNPARISJR.webp
PUNRE,"PUNTA RENACIMIENTO P/RED 1/2"" (600R)",Forja artistica,PUNRE.webp
PUNFLEJR,PUNTA ROMANA CHICA(390)(7017-1/2),Forja artistica,PUNFLEJR.webp
REMA6X38,"REMACHE DE GOLPE 1/4"" X 1 1/2""",Tornilleria y fijacion,REMA6X38.webp
REMA6X50,"REMACHE DE GOLPE 1/4"" X 2""",Tornilleria y fijacion,REMA6X50.webp
RODAJA51HUF,"RODAJA 2"" CON PLACA FIJA",Acero (barra y placa),RODAJA51HUF.webp
RODAJA51HU,"RODAJA 2"" CON PLACA GIRATORIA",Acero (barra y placa),RODAJA51HU.webp
RODAJA51,"RODAJA CON PLACA DE 2""",Acero (barra y placa),RODAJA51.webp
"RODHU3""","RODILLO DE HULE 3""",Pintura y quimicos,RODHU3.webp
"RODHU6""","RODILLO DE HULE 6""",Pintura y quimicos,RODHU6.webp
ROS1C,ROSETA 1 CARA (R401),Forja artistica,ROS1C.webp
ROSET004,ROSETON 440 MM X440 MM (004 CASCAR),Forja artistica,ROSET004.webp
RUEFIJ75,"RUEDA FIJA DE 3"" X 1"" 1/4",Herrajes,RUEFIJ75.webp
"RUEGIRF2""X1""","RUEDA GIRATORIA C/FRENO 2"" X 1""",Herrajes,RUEGIRF2-X1.webp
RUEGIRF75,"RUEDA GIRATORIA C/FRENO 3"" X 1 1/4""",Herrajes,RUEGIRF75.webp
RUEGIR75,"RUEDA GIRATORIA DE 3"" X 1"" 1/4",Herrajes,RUEGIR75.webp
RUEANG4G,"RUEDA P/ANGULO DE 4"" GALV.",Perfiles estructurales,RUEANG4G.webp
RUEANG6G,"RUEDA P/ANGULO DE 6"" GALV.",Perfiles estructurales,RUEANG6G.webp
RUEAND150,"RUEDA PARA ANDAMIO 6""",Herrajes,RUEAND150.webp
RUEAND200,"RUEDA PARA ANDAMIO 8""",Herrajes,RUEAND200.webp
RUEAN3C/C,"RUEDA PARA ANGULO 3"" CON CAJA",Perfiles estructurales,RUEAN3C-C.webp
RUEAN4,"RUEDA PARA ANGULO DE 4""NEGRA",Perfiles estructurales,RUEAN4.webp
TABOL38,"TAPON CON BOLA 1 1/2"" (TBC1-1/2)",Seguridad (EPP),TABOL38.webp
TABOL32,"TAPON CON BOLA 1 1/4"" (TBC1-1/4)",Seguridad (EPP),TABOL32.webp
TABOL25,"TAPON CON BOLA 1"" (TBC1)",Seguridad (EPP),TABOL25.webp
TABOL65,"TAPON CON BOLA 2 1/2"" (TBC2-1/2)",Seguridad (EPP),TABOL65.webp
TABOL50,"TAPON CON BOLA 2"" (TBC2)",Seguridad (EPP),TABOL50.webp
TABOL75,"TAPON CON BOLA 3"" (TBC3)",Seguridad (EPP),TABOL75.webp
TABOL100,"TAPON CON BOLA 4"" (TBC4)",Seguridad (EPP),TABOL100.webp
TAPICH,TAPON PIÑA CHICO (657R),Seguridad (EPP),TAPICH.webp
TAPIGDE,TAPON PIÑA GDE.(657R),Seguridad (EPP),TAPIGDE.webp
TAPI13,"TAPON PIÑA P/CUAD.1/2""(812-1/2)",Seguridad (EPP),TAPI13.webp
"TAPLAP/PTR1"" 1/2","TAPON PLASTICO P/PTR 1 1/2""  (101A)",Perfiles estructurales,TAPLAP-PTR1-1-2.webp
"TAPLAP/PTR1""","TAPON PLASTICO P/PTR 1"" (099A)",Perfiles estructurales,TAPLAP-PTR1.webp
"TAPLAP/PTR1 1/4""","TAPON PLASTICO P/PTR 1"" 1/4  (100A)",Perfiles estructurales,TAPLAP-PTR1-1-4.webp
"TAPLAP/PTR1""X2""","TAPON PLASTICO P/PTR 1"" X 2""",Perfiles estructurales,TAPLAP-PTR1-X2.webp
"TAPLAP/PTR13""","TAPON PLASTICO P/PTR 1/2""",Perfiles estructurales,TAPLAP-PTR13.webp
"TAPLAP/PTR2""","TAPON PLASTICO P/PTR 2"" (107A)",Perfiles estructurales,TAPLAP-PTR2.webp
"TAPLAP/PTR3""","TAPON PLASTICO P/PTR 3""",Perfiles estructurales,TAPLAP-PTR3.webp
"TAPLAP/PTR3/4""","TAPON PLASTICO P/PTR 3/4""  (098A)",Perfiles estructurales,TAPLAP-PTR3-4.webp
"TAPLAP/TUBO1""","TAPON PLASTICO P/TUBO 1""",Tuberia y conexiones,TAPLAP-TUBO1.webp
"TAPLAP/TUBO1""1/2","TAPON PLASTICO P/TUBO 1"" 1/2",Tuberia y conexiones,TAPLAP-TUBO1-1-2.webp
TAPLAP/TUBO1 1/4,"TAPON PLASTICO P/TUBO 1"" 1/4",Tuberia y conexiones,TAPLAP-TUBO1-1-4.webp
"TAPLAP/TUBO2""","TAPON PLASTICO P/TUBO 2""",Tuberia y conexiones,TAPLAP-TUBO2.webp
"TAPLAP/TUBO3/4""","TAPON PLASTICO P/TUBO 3/4""",Tuberia y conexiones,TAPLAP-TUBO3-4.webp
TASBOL25,"TAPON SIN BOLA 1"" (TSB1)",Seguridad (EPP),TASBOL25.webp
TASBOL38,"TAPON SIN BOLA 1"" 1/2 (TSB1-1/2)",Seguridad (EPP),TASBOL38.webp
TASBOL32,"TAPON SIN BOLA 1"" 1/4 (TSB1-1/4)",Seguridad (EPP),TASBOL32.webp
