id,codigo,descripcion,categoria,subcategoria,medidas,foto,proveedor
A5X50,A5X50,"ANGULO 3/16"" X 2""",Macizos,Angulo,"3/16"" 2"" 3/16",A5X50.webp,
A5X64,A5X64,"ANGULO 3/16"" X 2""1/2",Macizos,Angulo,"3/16"" 2"" 3/16 1/2",A5X64.webp,
CANAL150,CANAL150,"CANAL ""U ""6"" 6.10 (12.2 KG/MT)",Perfiles estructurales,Perfiles estructurales,"6""",CANAL150.webp,
CANALU75-5-3KG-MTS,CANALU75-5.3KG/MTS,"CANAL ""U"" 3"" 6.10 (5.30KG/MTS)",Perfiles estructurales,Perfiles estructurales,"3""",CANALU75-5-3KG-MTS.webp,
CANALU75,CANALU75,"CANAL ""U"" 3"" 6.10 (6.03 KG/ML)",Perfiles estructurales,Perfiles estructurales,"3""",CANALU75.webp,
CANALUL,CANALUL,"CANAL ""U"" 4"" 6.10 MTS.(6.70 KG/ML)",Perfiles estructurales,Perfiles estructurales,"4"" 6.10 MTS",CANALUL.webp,
CANALU100,CANALU100,"CANAL ""U"" 4"" 6.10 MTS.(8.19 KG/ML)",Perfiles estructurales,Perfiles estructurales,"4"" 6.10 MTS",CANALU100.webp,
CANALU,CANALU,"CANAL ""U"" 6"" (15.63KG./MTS)",Perfiles estructurales,Perfiles estructurales,"6""",CANALU.webp,
CT13,CT13,"CARAMELO 1/2""",Perfiles estructurales,Caramelo,"1/2"" 1/2",CT13.webp,
CT10,CT10,"CARAMELO 3/8""",Perfiles estructurales,Caramelo,"3/8"" 3/8",CT10.webp,
CT16,CT16,"CARAMELO 5/8""",Perfiles estructurales,Caramelo,"5/8"" 5/8",CT16.webp,
CL38,CL38,"CUADRADO 1 1/2"" MACIZO",Macizos,Cuadrado,"1 1/2"" 1/2",CL38.webp,
CL32,CL32,"CUADRADO 1 1/4"" MACIZO",Macizos,Cuadrado,"1 1/4"" 1/4",CL32.webp,
CL25,CL25,"CUADRADO 1"" MACIZO",Macizos,Cuadrado,"1""",CL25.webp,
CL13,CL13,"CUADRADO 1/2""",Macizos,Cuadrado,"1/2"" 1/2",CL13.webp,
CL6,CL6,"CUADRADO 1/4""",Macizos,Cuadrado,"1/4"" 1/4",CL6.webp,
CL50,CL50,"CUADRADO 2"" MACIZO",Macizos,Cuadrado,"2""",CL50.webp,
CL19,CL19,"CUADRADO 3/4""",Macizos,Cuadrado,"3/4"" 3/4",CL19.webp,
CL10,CL10,"CUADRADO 3/8""",Macizos,Cuadrado,"3/8"" 3/8",CL10.webp,
CL16,CL16,"CUADRADO 5/8""",Macizos,Cuadrado,"5/8"" 5/8",CL16.webp,
CUAE,CUAE,CUADRADO ESTRELLA,Macizos,Cuadrado,,CUAE.webp,
RED25,RED25,"REDONDO 1""",Macizos,Redondo,"1""",RED25.webp,
RED13,RED13,"REDONDO 1/2""",Macizos,Redondo,"1/2"" 1/2",RED13.webp,
RED6,RED6,"REDONDO 1/4""",Macizos,Redondo,"1/4"" 1/4",RED6.webp,
RED5,RED5,"REDONDO 3/16""",Macizos,Redondo,"3/16"" 3/16",RED5.webp,
RED19,RED19,"REDONDO 3/4""",Macizos,Redondo,"3/4"" 3/4",RED19.webp,
RED10,RED10,"REDONDO 3/8""",Macizos,Redondo,"3/8"" 3/8",RED10.webp,
RED8,RED8,"REDONDO 5/16""",Macizos,Redondo,"5/16"" 5/16",RED8.webp,
RED16,RED16,"REDONDO 5/8""",Macizos,Redondo,"5/8"" 5/8",RED16.webp,
RED38,RED38,"REDONDO DE 1 1/2""",Macizos,Redondo,"1 1/2"" 1/2",RED38.webp,
RED32,RED32,"REDONDO DE 1 1/4""",Macizos,Redondo,"1 1/4"" 1/4",RED32.webp,
RED50,RED50,"REDONDO DE 2""",Macizos,Redondo,"2""",RED50.webp,
RED10P,RED10P,"REDONDO PULIDO 3/8""",Macizos,Redondo,"3/8"" 3/8",RED10P.webp,
SOL13X38,SOL13X38,"SOLERA 1/2"" X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 1 1/2"" 1/2",SOL13X38.webp,
SOL13X25,SOL13X25,"SOLERA 1/2"" X 1""",Perfiles estructurales,Perfiles estructurales,"1/2"" 1"" 1/2",SOL13X25.webp,
SOL13X64,SOL13X64,"SOLERA 1/2"" X 2 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 2 1/2"" 1/2",SOL13X64.webp,
SOL13X50,SOL13X50,"SOLERA 1/2"" X 2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 2"" 1/2",SOL13X50.webp,
SOL13X75,SOL13X75,"SOLERA 1/2"" X 3""",Perfiles estructurales,Perfiles estructurales,"1/2"" 3"" 1/2",SOL13X75.webp,
SOL6X38,SOL6X38,"SOLERA 1/4 X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1 1/2"" 4 X 1 1/4 1/2",SOL6X38.webp,
SOL6X32,SOL6X32,"SOLERA 1/4 X 1 1/4""",Perfiles estructurales,Perfiles estructurales,"1 1/4"" 4 X 1 1/4",SOL6X32.webp,
SOL6X25,SOL6X25,"SOLERA 1/4 X 1""",Perfiles estructurales,Perfiles estructurales,"1"" 4 X 1 1/4",SOL6X25.webp,
SOL6X13,SOL6X13,"SOLERA 1/4 X 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 4 X 1 1/4 1/2",SOL6X13.webp,
SOL6X50,SOL6X50,"SOLERA 1/4 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 4 X 2 1/4",SOL6X50.webp,
SOL6X75,SOL6X75,"SOLERA 1/4 X 3""",Perfiles estructurales,Perfiles estructurales,"3"" 4 X 3 1/4",SOL6X75.webp,
SOL6X19,SOL6X19,"SOLERA 1/4 X 3/4""",Perfiles estructurales,Perfiles estructurales,"3/4"" 4 X 3 1/4 3/4",SOL6X19.webp,
SOL6X100,SOL6X100,"SOLERA 1/4 X 4""",Perfiles estructurales,Perfiles estructurales,"4"" 4 X 4 1/4",SOL6X100.webp,
SOL6X150,SOL6X150,"SOLERA 1/4"" X 6""",Perfiles estructurales,Perfiles estructurales,"1/4"" 6"" 1/4",SOL6X150.webp,
SOL3X38,SOL3X38,"SOLERA 1/8 X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1 1/2"" 8 X 1 1/8 1/2",SOL3X38.webp,
SOL3X32,SOL3X32,"SOLERA 1/8 X 1 1/4""",Perfiles estructurales,Perfiles estructurales,"1 1/4"" 8 X 1 1/8 1/4",SOL3X32.webp,
SOL3X25,SOL3X25,"SOLERA 1/8 X 1""",Perfiles estructurales,Perfiles estructurales,"1"" 8 X 1 1/8",SOL3X25.webp,
SOL3X13,SOL3X13,"SOLERA 1/8 X 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 8 X 1 1/8 1/2",SOL3X13.webp,
SOL3X50,SOL3X50,"SOLERA 1/8 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 8 X 2 1/8",SOL3X50.webp,
SOL3X19,SOL3X19,"SOLERA 1/8 X 3/4""",Perfiles estructurales,Perfiles estructurales,"3/4"" 8 X 3 1/8 3/4",SOL3X19.webp,
SOL5X38,SOL5X38,"SOLERA 3/16 X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"1 1/2"" 16 X 1 3/16 1/2",SOL5X38.webp,
SOL5X32,SOL5X32,"SOLERA 3/16 X 1 1/4""",Perfiles estructurales,Perfiles estructurales,"1 1/4"" 16 X 1 3/16 1/4",SOL5X32.webp,
SOL5X25,SOL5X25,"SOLERA 3/16 X 1""",Perfiles estructurales,Perfiles estructurales,"1"" 16 X 1 3/16",SOL5X25.webp,
SOL5X13,SOL5X13,"SOLERA 3/16 X 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 16 X 1 3/16 1/2",SOL5X13.webp,
SOL5X50,SOL5X50,"SOLERA 3/16 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 16 X 2 3/16",SOL5X50.webp,
SOL5X75,sol5x75,"SOLERA 3/16 X 3""",Perfiles estructurales,Perfiles estructurales,"3"" 16 X 3 3/16",SOL5X75.webp,
SOL4X19,SOL4X19,"SOLERA 3/16 X 3/4""",Perfiles estructurales,Perfiles estructurales,"3/4"" 16 X 3 3/16 3/4",SOL4X19.webp,
SOL5X64,SOL5X64,"SOLERA 3/16"" X 2""1/2",Perfiles estructurales,Perfiles estructurales,"3/16"" 2"" 3/16 1/2",SOL5X64.webp,
SOL10X50,SOL10X50,"SOLERA 3/8 X 2""",Perfiles estructurales,Perfiles estructurales,"2"" 8 X 2 3/8",SOL10X50.webp,
SOL10X38,SOL10X38,"SOLERA 3/8"" X 1 1/2""",Perfiles estructurales,Perfiles estructurales,"3/8"" 1 1/2"" 3/8 1/2",SOL10X38.webp,
SOL10X75,SOL10X75,"SOLERA 3/8"" X 3""",Perfiles estructurales,Perfiles estructurales,"3/8"" 3"" 3/8",SOL10X75.webp,
SOL10X100,SOL10X100,"SOLERA 3/8"" X 4""",Perfiles estructurales,Perfiles estructurales,"3/8"" 4"" 3/8",SOL10X100.webp,
TEEFO25,TEEFO25,"TEE  FIERRO 1""",Tuberia y conexiones,Tuberia y conexiones,"1""",TEEFO25.webp,
FIG-C2,FIG-C2,"FIGURA DE CUADRADO 1/2"" C-2",Acero (barra y placa),Acero (barra y placa),"1/2"" 1/2",FIG-C2.webp,
TERMP01,TERMP01,TERMINAL PASAMANOS 01,"Herrería, forja y herrajes",Barandal y pasamanos,,TERMP01.webp,
ADORNO,ADORNO,ADORNO FLORAL ( CHICO ),Forja artistica,Figura ornamental,,ADORNO.webp,
ANGD,ANGD,ANGEL FO.CO DERECHO,"Herrería, forja y herrajes",Figura ornamental,,ANGD.webp,
ANGI,ANGI,ANGEL FO.CO IZQUIERDO,"Herrería, forja y herrajes",Figura ornamental,,ANGI.webp,
ARCO,ARCO,ARCO P/SEGUETA REFORZADO MOD.1,Herramienta manual,Herramienta manual,,ARCO.webp,
BOTONRFC,BOTONRFC,BOTON DE ROSA FO.CO,Forja artistica,Figura ornamental,,BOTONRFC.webp,
CABALLITO,CABALLITO,CABALLITO DE MAR,Forja artistica,Figura ornamental,,CABALLITO.webp,
CHAPLACH,CHAPLACH,CHAPETON LATON CHICO 46 MM,Seguridad (EPP),Seguridad (EPP),46 MM,CHAPLACH.webp,
CHALACHL,CHALACHL,CHAPETON LATON CHICO LISO 46 MM,Acero (barra y placa),Acero (barra y placa),46 MM,CHALACHL.webp,
CHAPLAGD,CHAPLAGD,CHAPETON LATON GRANDE 70 MM,Seguridad (EPP),Seguridad (EPP),70 MM,CHAPLAGD.webp,
CHAPLAGDEL,CHAPLAGDEL,CHAPETON LATON GRANDE LISO 70 MM,Acero (barra y placa),Acero (barra y placa),70 MM,CHAPLAGDEL.webp,
CHAPLAME,CHAPLAME,CHAPETON LATON MEDIANO 50 MM,Seguridad (EPP),Seguridad (EPP),50 MM,CHAPLAME.webp,
CHAPLAMEL,CHAPLAMEL,CHAPETON LATON MEDIANO LISO 50 MM,Acero (barra y placa),Acero (barra y placa),50 MM,CHAPLAMEL.webp,
CHAPLAMI,CHAPLAMI,CHAPETON LATON MINI 40 MM,Seguridad (EPP),Seguridad (EPP),40 MM,CHAPLAMI.webp,
CUALAS13,CUALAS13,"CUELLO ALAS 1/2""",Tuberia y conexiones,Tuberia y conexiones,"1/2"" 1/2",CUALAS13.webp,
CUAZTECA13,CUAZTECA13,"CUELLO AZTECA  P/CUAD. 1/2""",Tuberia y conexiones,Tuberia y conexiones,"1/2"" 1/2",CUAZTECA13.webp,
CUMOS13,CUMOS13,CUELLO MOSCA P/RED. 1/2,Tuberia y conexiones,Tuberia y conexiones,1/2,CUMOS13.webp,
CUROSA13,CUROSA13,"CUELLO ROSA P/CUAD. 1/2""",Tuberia y conexiones,Tuberia y conexiones,"1/2"" 1/2",CUROSA13.webp,
ECLAZTE,ECLAZTE,ECLIPSE AZTECA,Perfiles estructurales,Perfiles estructurales,,ECLAZTE.webp,
ECLCHFC,ECLCHFC,ECLIPSE CHICO FO.CO,Perfiles estructurales,Perfiles estructurales,,ECLCHFC.webp,
ESTCHFC,ESTCHFC,ESTRELLA CHICA FO.CO,"Herrería, forja y herrajes",Figura ornamental,,ESTCHFC.webp,
ESTG,ESTG,ESTRELLA GRANDE,"Herrería, forja y herrajes",Figura ornamental,,ESTG.webp,
FIGFCE,FIGFCE,FIGURA FO CO. ESCALERA,Forja artistica,Figura ornamental,,FIGFCE.webp,
FIGFCM,FIGFCM,FIGURA FO.CO MARGARITA,Forja artistica,Figura ornamental,,FIGFCM.webp,
FIGFCP-C,FIGFCP/C,"FIGURA FO.CO P/CUA 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2",FIGFCP-C.webp,
FIGFCP-R,FIGFCP/R,"FIGURA FO.CO P/RED 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2",FIGFCP-R.webp,
FIGFCR,FIGFCR,"FIGURA FO.CO ROSAS P/CUA. 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2",FIGFCR.webp,
FIGFCUVA,FIGFCUVA,FIGURA FO.CO. DE UVAS,Forja artistica,Figura ornamental,,FIGFCUVA.webp,
FIGFCP-R16,FIGFCP/R16,"FIGURA FO.CO. P/RED 5/8""",Forja artistica,Figura ornamental,"5/8"" 5/8",FIGFCP-R16.webp,
FALC1,FALC1,FLOR DE ALCATRAZ S/ TALLO CH.,"Herrería, forja y herrajes",Figura ornamental,,FALC1.webp,
FLORMARG,FLORMARG,FLOR DE MARGARITA,"Herrería, forja y herrajes",Figura ornamental,,FLORMARG.webp,
GALLOFC,GALLOFC,GALLO FO.CO (REYES-JUGA),"Herrería, forja y herrajes",Figura ornamental,,GALLOFC.webp,
HERRCH,HERRCH,HERRADURA CHICA FO.FO( 15 L X 13 A ),"Herrería, forja y herrajes",Figura ornamental,,HERRCH.webp,
HERRGDE,HERRGDE,HERRADURA GRANDE FO.CO.(45 L X  42 A ),"Herrería, forja y herrajes",Figura ornamental,,HERRGDE.webp,
HLIRA,HLIRA,HOJA DE LIRA,Herramienta manual,Herramienta manual,,HLIRA.webp,
JALALU,JALALU,"JALADERA ALUMINIO P/VENT. ORO, BCA Y NATURAL",Herrajes,Jaladera y manija,,JALALU.webp,
JALELECTROB,JALELECTROB,JALADERA COLONIAL BEIGE,Forja artistica,Figura ornamental,,JALELECTROB.webp,
JALELECTROC,JALELECTROC,JALADERA COLONIAL COBRE,Forja artistica,Figura ornamental,,JALELECTROC.webp,
JAL-CLT,JAL-CLT,JALADERA COLONIAL MEDIA CAÑA ORO,Forja artistica,Figura ornamental,,JAL-CLT.webp,
JALELECTROO,JALELECTROO,JALADERA COLONIAL ORO,Forja artistica,Figura ornamental,,JALELECTROO.webp,
JALELECTRO,JALELECTRO,JALADERA COLONIAL PLATA,Forja artistica,Figura ornamental,,JALELECTRO.webp,
JALALUN,JALALUN,JALADERA COLOR NEGRA P/VENTANA CORRED.,Herrajes,Jaladera y manija,,JALALUN.webp,
JALRUSC,JALRUSC,JALADERA RUSTICA COBRE,Herrajes,Jaladera y manija,,JALRUSC.webp,
JALRUSPCC-P,JALRUSPCC/P,JALADERA RUSTICA COBRE C/ PERF.T/PORT.,Herrajes,Jaladera y manija,,JALRUSPCC-P.webp,
JALRUSP,JALRUSP,JALADERA RUSTICA PLATA,Herrajes,Jaladera y manija,,JALRUSP.webp,
JALRUSPC-P,JALRUSPC/P,JALADERA RUSTICA PLATA C/PERF. T/PORT.,Herrajes,Jaladera y manija,,JALRUSPC-P.webp,
JINETEFC,JINETEFC,JINETE FO.CO,Forja artistica,Figura ornamental,,JINETEFC.webp,
JGAMA,JGAMA,JUEGO DE AMACOLLAS 5/8,Herramienta manual,Herramienta manual,5/8,JGAMA.webp,
JGAMA13,JGAMA13,"JUEGO DE AMACOLLAS P /1/2""",Herramienta manual,Herramienta manual,"1/2"" 1/2",JGAMA13.webp,
LEONBM,LEONBM,LEON BRONCE MEDIANO,Forja artistica,Figura ornamental,,LEONBM.webp,
LEONFC,LEONFC,LEON FO. CO,Forja artistica,Figura ornamental,,LEONFC.webp,
LUCHFC,LUCHFC,LUNA CHICA FO.CO,"Herrería, forja y herrajes",Figura ornamental,,LUCHFC.webp,
LUMEDFC,LUMEDFC,LUNA MEDIANA FO CO,"Herrería, forja y herrajes",Figura ornamental,,LUMEDFC.webp,
MEDACH,MEDACH,MEDALLON CHICO,"Herrería, forja y herrajes",Figura ornamental,,MEDACH.webp,
MEDAGDE,MEDAGDE,MEDALLON GRANDE,"Herrería, forja y herrajes",Figura ornamental,,MEDAGDE.webp,
MEDEGDE2,MEDEGDE2,MEDALLON GRANDE (45.50 CM X 26 CM),"Herrería, forja y herrajes",Figura ornamental,45.50 CM 26 CM,MEDEGDE2.webp,
MEDARED,MEDARED,MEDALLON REDONDO,Acero (barra y placa),Acero (barra y placa),,MEDARED.webp,
MEDE25,MEDE25,"MEDIA ESFERA 1""",Forja artistica,Figura ornamental,"1""",MEDE25.webp,
MEDE38,MEDE38,"MEDIA ESFERA 1"" 1/2",Forja artistica,Figura ornamental,"1"" 1/2",MEDE38.webp,
MEDE50,MEDE50,"MEDIA ESFERA 2""",Forja artistica,Figura ornamental,"2""",MEDE50.webp,
PUNLAN,PUNLAN,PUNTA LANZA,Forja artistica,Figura ornamental,,PUNLAN.webp,
PUNLIZ,PUNLIZ,PUNTA LIZ P/RED 1/2,Forja artistica,Figura ornamental,1/2,PUNLIZ.webp,
PUNPIC,PUNPIC,PUNTA PICUDA,Forja artistica,Figura ornamental,,PUNPIC.webp,
PUNREY,PUNREY,PUNTA REYNA,Forja artistica,Figura ornamental,,PUNREY.webp,
RAUVAD,RAUVAD,RACIMO DE UVA DOBLE 10X9,Forja artistica,Figura ornamental,10X9,RAUVAD.webp,
RAUVA2,RAUVA2,RACIMO DE UVAS C/HOJA CH.(7.50X8CM),Herramienta manual,Herramienta manual,7.50X8 8CM,RAUVA2.webp,
RAUVA1,RAUVA1,RACIMO DE UVAS C/HOJA GDE.(8.50X10CM),Herramienta manual,Herramienta manual,8.50X10 10CM,RAUVA1.webp,
CORONA,CORONA,REMATE CORONA,Forja artistica,Remate,,CORONA.webp,
SOLCHFC,SOLCHFC,SOL CHICO FO. CO,"Herrería, forja y herrajes",Figura ornamental,,SOLCHFC.webp,
SOLFCG,SOLFCG,SOL GRANDE FO.CO ( 27 CM),"Herrería, forja y herrajes",Figura ornamental,27 CM,SOLFCG.webp,
SOLMEDFC,SOLMEDFC,SOL MEDIANO FO CO ( 20 CM),"Herrería, forja y herrajes",Figura ornamental,20 CM,SOLMEDFC.webp,
TOCAPMAN,TOCAPMAN,TOCA PUERTA (MANO),"Herrería, forja y herrajes",Herraje de puerta,,TOCAPMAN.webp,
TOCAPCH,TOCAPCH,TOCA PUERTAS CHICO 20 CM X 20 CM,"Herrería, forja y herrajes",Herraje de puerta,20 CM,TOCAPCH.webp,
52079,52079,BARRA PERFORADA 2 MTS. NO 14,Acero (barra y placa),Acero (barra y placa),2 MTS,52079.webp,
118-H-2,118/H/2,BARROTE CUADRADO 1.2X1.2 CM ALTO 90CM (118/H/2),Acero (barra y placa),Acero (barra y placa),1.2X1.2 1.2 CM 90CM,118-H-2.webp,
72681,-72681,BARROTE FORJADO 1 PALMA 1.2CM CUAD.,Herrajes,Barandal y pasamanos,1.2CM,72681.webp,
BF1701-13,BF1701/13,BARROTE FORJADO 1 PALMA P.PALOMA 1.20CM CUAD.,Herrajes,Barandal y pasamanos,1.20CM,BF1701-13.webp,
BF1701-3,BF1701/3,BARROTE FORJADO 2 PALMAS 1.2CM CUAD.,Herrajes,Barandal y pasamanos,1.2CM,BF1701-3.webp,
BF497-2,BF497/2,BARROTE FORJADO C/2 CUELLO 1.2 CM RED,Tuberia y conexiones,Tuberia y conexiones,1.2 CM,BF497-2.webp,
652655,-652655,BARROTE FORJADO C/PIÑA ALTO 1.10 MTS(COD113/2),Herrajes,Barandal y pasamanos,1.10 MTS 113/2,652655.webp,
72073,-72073,BARROTE FORJADO C-12 DE 1 MTS,Herrajes,Barandal y pasamanos,1 MTS,72073.webp,
655577,-655577,BARROTE FORJADO/NUDO C-12,Herrajes,Barandal y pasamanos,,655577.webp,
655608,-655608,BARROTE MARTILLADO DE 2 CUELLOS DE 1 MTS,Tuberia y conexiones,Tuberia y conexiones,1 MTS,655608.webp,
383808,-383808,BUZON ROJO ARTEFERRO 25.5X40.50 ART.849/3,"Herrería, forja y herrajes",Herraje,25.5X40.50 849/3,383808.webp,
451378,-451378,COROLA 4X4CM,Forja artistica,Figura ornamental,4X4 4CM,451378.webp,
CM13,CM13,"CUADRADO MARTILLADO  1/2"" DE 6MT. ART.18/16000",Macizos,Cuadrado,"1/2"" 6MT 1/2 18/16000",CM13.webp,
53479,53479,ELEMENTO BALCONES MARTILLADO DE 80 CM,Forja artistica,Figura ornamental,80 CM,53479.webp,
451772,-451772,HOJA 11 X 14 CM,Herramienta manual,Herramienta manual,11 X 14 14 CM,451772.webp,
451803,-451803,HOJA 11 X 14 CM IZQ.,Herramienta manual,Herramienta manual,11 X 14 14 CM,451803.webp,
451347,-451347,HOJA 9X 9 CM,Herramienta manual,Herramienta manual,9X 9 9 CM,451347.webp,
642612,-642612,HOJA CHAPA 3.9 CM D. 1 CM ALTO,Herramienta manual,Herramienta manual,3.9 CM 1 CM,642612.webp,
E0213,E0213,INOX ANCLAJE 100X6MM E0213,Tornilleria y fijacion,Tornilleria y fijacion,100X6 6MM,E0213.webp,
E451,E451,INOX ANGULO 90º SATINADO 42.4MM E451,Perfiles estructurales,Perfiles estructurales,42.4MM,E451.webp,
E453,E453,"INOX CONECTOR ""T"" SATINADO E453",Acero (barra y placa),Acero (barra y placa),,E453.webp,
E446,E446,INOX CONECTOR REGUL. SATI 42.4MM E446,Acero (barra y placa),Acero (barra y placa),42.4MM,E446.webp,
E450,E450,INOX CURVA 90º SATINADA 42.4 MM E450,Acero (barra y placa),Acero (barra y placa),42.4 MM,E450.webp,
E4471,E4471,INOX CURVA REGULABLE SATIN. E4471,Acero (barra y placa),Acero (barra y placa),,E4471.webp,
E0127,E0127,INOX ESFERA SOLIDA SATIN 25 MM E0127,Acero (barra y placa),Acero (barra y placa),25 MM,E0127.webp,
E0042,E0042,INOX POSTE  42.4MM X2MM X 1M,Acero (barra y placa),Acero (barra y placa),42.4MM 2MM 1M,E0042.webp,
E0091,E0091,INOX SOPORTE CRISTAL 8 A 10MM E0091,Acero (barra y placa),Acero (barra y placa),10MM,E0091.webp,
E00911,E00911,INOX SOPORTE CRISTAL 8 A10 MM E00911,Acero (barra y placa),Acero (barra y placa),10 MM,E00911.webp,
E009,E009,INOX SOPORTE P/CRISTAL ESPESOR 9.52MM (E11204200),Acero (barra y placa),Acero (barra y placa),9.52MM,E009.webp,
E006,E006,INOX SOPORTE P/VARILLA E006,Acero (barra y placa),Acero (barra y placa),,E006.webp,
E0069,E0069,INOX SOPORTE P/VARILLA E0069,Acero (barra y placa),Acero (barra y placa),,E0069.webp,
E031-S1,E031/S1,INOX SOPORTE PASAMANOS  E031/S1,Acero (barra y placa),Acero (barra y placa),,E031-S1.webp,
E030-S,E030/S,INOX SOPORTE PASAMANOS AJUSTABLE E030/S,Acero (barra y placa),Acero (barra y placa),,E030-S.webp,
E454,E454,INOX SOPORTE PASAMANOS E454,Acero (barra y placa),Acero (barra y placa),,E454.webp,
E4581,E4581,INOX SOPORTE PASAMANOS E4581,Acero (barra y placa),Acero (barra y placa),,E4581.webp,
E0223,E0223,INOX SOPORTE PASAMANOS FIJO E0223,Acero (barra y placa),Acero (barra y placa),,E0223.webp,
E0104,E0104,INOX SOPORTE PASAMANOS GSO AJUSTABLE E0104,Acero (barra y placa),Acero (barra y placa),,E0104.webp,
E0119,E0119,INOX TERMINAL C/ROSCA E0119,Acero (barra y placa),Acero (barra y placa),,E0119.webp,
E01112,E01112,INOX TERMINAL CON ROSCA E01112,Acero (barra y placa),Acero (barra y placa),,E01112.webp,
E01151,E01151,INOX TERMINAL CON ROSCA E01151,Acero (barra y placa),Acero (barra y placa),,E01151.webp,
E001,E001,INOX TUBO INOX 42.4 X 2MM X 3 M E001,Tuberia y conexiones,Tuberia y conexiones,42.4 X 2 2MM 3 M,E001.webp,
E455,E455,INOX UNION RECTA SATINADA E455,Tuberia y conexiones,Tuberia y conexiones,,E455.webp,
E005,E005,INOX VARILLA 12MM X 3 MT E005,Acero (barra y placa),Acero (barra y placa),12MM 3 MT,E005.webp,
643677,-643677,MARIPOSA CHICA  11X6.50 CM (CODIGO 137/9),"Herrería, forja y herrajes",Figura ornamental,11X6.50 6.50 CM 137/9,643677.webp,
643647,-643647,MARIPOSA GRANDE 17.50X12.50CM (CODIGO13710),"Herrería, forja y herrajes",Figura ornamental,17.50X12.50 12.50CM,643647.webp,
18994,18994,PANEL CON HOJAS  DE .87 CM DE ALTURA,Herramienta manual,Herramienta manual,87 CM,18994.webp,
54058,54058,PANEL VERTICAL/DOBLE PIÑA DE .90CM DE ALTURA,Lamina y cubiertas,Lamina y cubiertas,90CM,54058.webp,
54089,54089,PANEL VERTICAL/PIÑA DE .90 CM ALTURA,Lamina y cubiertas,Lamina y cubiertas,90 CM,54089.webp,
524455,-524455,PANEL/ARCO PIÑA (ESCALERA) DE .90 CM DE ALTURA,Herramienta manual,Herramienta manual,90 CM,524455.webp,
524486,-524486,PANEL/ARCO PIÑA DE .90 CM DE ALTO,Herramienta manual,Herramienta manual,90 CM,524486.webp,
524851,-524851,PANEL/PIÑA DE 1.2 X .06 X .79 CM DE ALTO,Lamina y cubiertas,Lamina y cubiertas,79 CM,524851.webp,
811-3-T,811/3/T,PASAMANOS DE  5.9 X 1.65 CM X 3.00MTS DE LARGO,"Herrería, forja y herrajes",Barandal y pasamanos,5.9 X 1.65 1.65 CM 3.00MTS,811-3-T.webp,
10393-4,10393/4,PORTA LLAVES LEO ART.10393/4,Herramienta manual,Herramienta manual,10393/4,10393-4.webp,
10393-11,10393/11,PORTA LLAVES PISIS ART.10393/11,Herramienta manual,Herramienta manual,10393/11,10393-11.webp,
401034,-401034,POSTE TERMINAL/ESCALERA C/DRAGON,Herramienta manual,Figura ornamental,,401034.webp,
401003,-401003,POSTE TERMINAL/ESCALERA CON HOJAS  DE .65 CM,Herramienta manual,Herramienta manual,65 CM,401003.webp,
126-B-3,126/B/3,PUNTA DE LANZA ESPAÑA,Forja artistica,Figura ornamental,,126-B-3.webp,
16191,-16191,PUNTA DE LANZA ESTAMPADA 5.9CMX20CM,Forja artistica,Figura ornamental,20CM,16191.webp,
126-B-4,126/B/4,PUNTA DE LANZA KRISS DIA,Forja artistica,Figura ornamental,,126-B-4.webp,
140-H-2,140/H/2,RACIMO DE UVAS CHICO,Forja artistica,Figura ornamental,,140-H-2.webp,
140-H-1,140/H/1,RACIMO DE UVAS GRANDES,Forja artistica,Figura ornamental,,140-H-1.webp,
321412,-321412,ROSETA CON ARO EN EL CENTRO DIA 59CM (COD-1020/1),Forja artistica,Roseta,59CM 1020/1,321412.webp,
24014,-24014,SOLERA DECORADA DE 3.1 X .05 CM DE 3 MTS.,Perfiles estructurales,Perfiles estructurales,05 CM 3 MTS,24014.webp,
377-40-T,377/40/T,TERMINAL/PASAMANOS (1377/40/T),"Herrería, forja y herrajes",Barandal y pasamanos,1377/40,377-40-T.webp,
652443,-652443,TERMINAL/POSTE  DIA 7.5CM PUNTA (COD-113/9),Forja artistica,Figura ornamental,7.5CM 113/9,652443.webp,
652413,-652413,TERMINAL/POSTE DIA 7CM REDONDO (COD-113/10),Acero (barra y placa),Acero (barra y placa),7CM 113/10,652413.webp,
