"﻿""proveedor""",codigo,descripcion,categoria,tipo,medidas
GABRIEL REYES GOMEZ,HERRGDER,HERRADURA GRANDE FO.CO. (43 X 49 ) REYES,"Herrería, forja y herrajes",Figura ornamental,43 X 49
GABRIEL REYES GOMEZ,HROSAG,HOJA DE ROSA GRANDE(8X4CM),Herramienta manual,Herramienta manual,8X4 4CM
GABRIEL REYES GOMEZ,JABLVE,JALADERA COLOR BLANCA P/VENTANA CORRED.,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,JADOVE,JALADERA COLOR DORADA P/ VENTANA CORRED.,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,JANAVE,JALADERA COLOR NATURAL P/VENTANA CORRED.,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,JAMO110LA,JALADERA MODELO 110 LATONADA,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,JAMO110NE,JALADERA MODELO 110 NEGRA,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,JAMO110NI,JALADERA MODELO 110 NIQUEL,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,MANCOMDER,MANIJA COMBINADA BCE. P/VENT.DER.,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,MANCOMIZQ,MANIJA COMBINADA BCE. P/VENT.IZQ,Herrajes,Jaladera y manija,
GABRIEL REYES GOMEZ,MEDAME,MEDALLON MEDIANO (REYES #C04),"Herrería, forja y herrajes",Figura ornamental,C04
GABRIEL REYES GOMEZ,MEDE32,"MEDIA ESFERA 1 1/4""",Forja artistica,Figura ornamental,"1 1/4"" 1/4"
GABRIEL REYES GOMEZ,MEDE13,"MEDIA ESFERA 1/2""",Forja artistica,Figura ornamental,"1/2"" 1/2"
GABRIEL REYES GOMEZ,MEDE64,"MEDIA ESFERA 2 1/2""",Forja artistica,Figura ornamental,"2 1/2"" 1/2"
GABRIEL REYES GOMEZ,MEDE75,"MEDIA ESFERA 3""",Forja artistica,Figura ornamental,"3"""
GABRIEL REYES GOMEZ,MEDE19,"MEDIA ESFERA 3/4""",Forja artistica,Figura ornamental,"3/4"" 3/4"
GABRIEL REYES GOMEZ,MEDE100,"MEDIA ESFERA 4""",Forja artistica,Figura ornamental,"4"""
GABRIEL REYES GOMEZ,MEDE150,"MEDIA ESFERA 6""",Forja artistica,Figura ornamental,"6"""
GABRIEL REYES GOMEZ,NUALCL13,"NUDO DE ALAMBRON P/CUAD. 1/2""","Herrería, forja y herrajes",POR CLASIFICAR,"1/2"" 1/2"
GABRIEL REYES GOMEZ,NUALRED13,"NUDO DE ALAMBRON P/RED. 1/2""","Herrería, forja y herrajes",POR CLASIFICAR,"1/2"" 1/2"
GABRIEL REYES GOMEZ,NUALTUBC3013,"NUDO DE ALAMBRON P/TUBO 1/2"" C30",Tuberia y conexiones,Tuberia y conexiones,"C30 1/2"" 1/2"
GABRIEL REYES GOMEZ,NUALTUBC3019,"NUDO DE ALAMBRON P/TUBO 3/4"" C30",Tuberia y conexiones,Tuberia y conexiones,"C30 3/4"" 3/4"
GABRIEL REYES GOMEZ,PORCANC,PORTA CANDADO CHICO (REYES),Herramienta manual,Herramienta manual,
GABRIEL REYES GOMEZ,PORCANG,PORTA CANDADO GRANDE (REYES),Herramienta manual,Herramienta manual,
GABRIEL REYES GOMEZ,RESAN2X2.5CAL8,REJA SAN REHNO 2.00 MTS X 2.50 MTS VERDE C-6,"Alambre, malla y cercas",POR CLASIFICAR,2.00 MTS 2.50 MTS
GABRIEL REYES GOMEZ,RESAN2.5X2.5C6,REJA SAN REHNO 2.50 MTS X 2.50 MTS VERDE C-6,"Alambre, malla y cercas",POR CLASIFICAR,2.50 MTS
GABRIEL REYES GOMEZ,RE5/161.20D,"RESORTE P/CORTINA 5/16"" X 1.20MTS. DER.","Alambre, malla y cercas",POR CLASIFICAR,"5/16"" 1.20MTS 5/16"
GABRIEL REYES GOMEZ,RE5/161.20I,"RESORTE P/CORTINA 5/16"" X 1.20MTS. IZQ.","Alambre, malla y cercas",POR CLASIFICAR,"5/16"" 1.20MTS 5/16"
GABRIEL REYES GOMEZ,ROPL41,RODAJA CON PLACA (41MM),Acero (barra y placa),Acero (barra y placa),41MM
GABRIEL REYES GOMEZ,SOLPERC13,"SOLERA PERF. P/CUAD. DE 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 1/2"
GABRIEL REYES GOMEZ,SOLPERC16,"SOLERA PERF. P/CUAD. DE 5/8""",Perfiles estructurales,Perfiles estructurales,"5/8"" 5/8"
GABRIEL REYES GOMEZ,SOLPERR13,"SOLERA PERF. P/RED. 1/2""",Perfiles estructurales,Perfiles estructurales,"1/2"" 1/2"
GABRIEL REYES GOMEZ,SOLPERR16,"SOLERA PERF. P/REDO. 5/8""",Perfiles estructurales,Perfiles estructurales,"5/8"" 5/8"
GABRIEL REYES GOMEZ,TOCAPCAB,TOCA PUERTA CABALLITO,"Herrería, forja y herrajes",Figura ornamental,
GABRIEL REYES GOMEZ,TOCAPCAR,TOCA PUERTA CARPINTERO,"Herrería, forja y herrajes",Herraje de puerta,
GABRIEL REYES GOMEZ,TOCAPHER,TOCA PUERTA HERCULES,"Herrería, forja y herrajes",Herraje de puerta,
GABRIEL REYES GOMEZ,TOCAPLEON,TOCA PUERTA LEON,"Herrería, forja y herrajes",Figura ornamental,
GABRIEL REYES GOMEZ,TOPUGR,TOCA PUERTAS GRANDE 28 CM X 28 CM,"Herrería, forja y herrajes",Herraje de puerta,28 CM
GABRIEL REYES GOMEZ,LLLECH,TOCADOR DE LEON FO.FO. (225X175 MM),Forja artistica,Figura ornamental,225X175 175 MM
GABRIEL REYES GOMEZ,VENCHIDER,VENADO FO. CO. CHICO DER.,"Herrería, forja y herrajes",POR CLASIFICAR,
GABRIEL REYES GOMEZ,VENCHIIZQ,VENADO FO.CO. CHICO IZQ.,"Herrería, forja y herrajes",POR CLASIFICAR,
"GALVATUBING,S.A DE C.V",LGZR3.05E,GALVATUBING LAM.GALV. Z ALUM REC 3.05,Lámina y cubiertas,POR CLASIFICAR,
"GALVATUBING,S.A DE C.V",LGZR3.66E,GALVATUBING LAM.GALV. Z ALUM REC 3.66,Lámina y cubiertas,POR CLASIFICAR,
"GALVATUBING,S.A DE C.V",LGZR4.27E,GALVATUBING LAM.GALV. Z ALUM REC 4.27,Lámina y cubiertas,POR CLASIFICAR,
"GALVATUBING,S.A DE C.V",LGZR4.88E,GALVATUBING LAM.GALV. Z ALUM REC 4.88,Lámina y cubiertas,POR CLASIFICAR,
"GALVATUBING,S.A DE C.V",ZR200E,"GALVATUBING RECTANGULAR 2"" X 1"" C-20",Perfiles estructurales,POR CLASIFICAR,"2"" 1"""
"GALVATUBING,S.A DE C.V",ZR300E,GALVATUBING RECTANGULAR 3 X 1 1/2 C-20,Perfiles estructurales,POR CLASIFICAR,3 X 1 1/2
"GALVATUBING,S.A DE C.V",ZR400E,GALVATUBING RECTANGULAR 4 X 1 1/2 C-20,Perfiles estructurales,POR CLASIFICAR,4 X 1 1/2
"GRUPO CORPORATIVO URGUT, S.A DE C.V",CAAGUC24,CANAL AGUA C24 15 CM X3.05M,Perfiles estructurales,Perfiles estructurales,C24 15 CM 3.05M
"GRUPO CORPORATIVO URGUT, S.A DE C.V",CAAGU,CANAL AGUA C26 10 CM X3.05M,Perfiles estructurales,Perfiles estructurales,C26 10 CM 3.05M
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",DUE2X1.22,DUELA Z. CASCADA  2X 1.22,Lamina y cubiertas,Lamina y cubiertas,2X 1.22
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",DUE3X1.83,DUELA Z. CASCADA  3 X 1.83,Lamina y cubiertas,Lamina y cubiertas,3 X 1.83
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",DUE1X.91,DUELA Z. CASCADA 1 X .91,Lamina y cubiertas,Lamina y cubiertas,
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",DUE2X1.05,DUELA Z. CASCADA 2X1.05  C-22,Lamina y cubiertas,Lamina y cubiertas,2X1.05
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",PZALE,PZA. LATERAL EUROPEA,POR CLASIFICAR,POR CLASIFICAR,
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",PZALAP,PZA. LATERAL PLANA,Herramienta manual,Herramienta manual,
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASC3X6,TABLERO CAS. CAJA CH. 3X6C-20,Electrico e iluminacion,Electrico e iluminacion,3X6
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACAV3X6,TABLERO CAS. EN V 3 X 6,Electrico e iluminacion,Electrico e iluminacion,3 X 6
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASCG3X320,TABLERO CAS.CAJA GDE. 3X3C-20,Electrico e iluminacion,Electrico e iluminacion,3X3
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACAV3X3,TABLERO CAS.EN V 3 X 3,Electrico e iluminacion,Electrico e iluminacion,3 X 3
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASL3X6,TABLERO CAS.LIENZO 3 X 6,Electrico e iluminacion,Electrico e iluminacion,3 X 6
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASL3X3,TABLERO CAS.LIENZO 3X3,Electrico e iluminacion,Electrico e iluminacion,3X3
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASL4X3,TABLERO CAS.LIENZO 4`X 3`,Electrico e iluminacion,Electrico e iluminacion,
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASL4X6,TABLERO CAS.LIENZO 4`X 6`,Electrico e iluminacion,Electrico e iluminacion,
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASCG3X322,TABLERO CASC. CAJA GDE. 3X3C22,Electrico e iluminacion,Electrico e iluminacion,3X3
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASCG3X620,TABLERO CASC. CAJA GDE. 3X6 C20,Electrico e iluminacion,Electrico e iluminacion,C20 3X6
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TACASC3X3C20,TABLERO CASC.CAJA CH. 3X3C20,Electrico e iluminacion,Electrico e iluminacion,3X3
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TABLU3X3,TABLERO MEDIA LUNA 3X3,Electrico e iluminacion,Electrico e iluminacion,3X3
"GRUPO INDUSTRIAL GARCIASTEEL,S.A DE C.V",TABLU3X6,TABLERO MEDIA LUNA 3X6,Electrico e iluminacion,Electrico e iluminacion,3X6
"INDUSTRIAL DE ALAMBRES , S.A DE C.V",MALLACI1.50CAL.12.50,MALLA CICLON 1.50 MT. ALT./CAL.12.50/20MTS.,"Alambre, malla y cercas","Alambre, malla y cercas",CAL.12 1.50 MT 20MTS 50/20
"INDUSTRIAL DE ALAMBRES , S.A DE C.V",MALLACI1.75CAL.12.50,MALLA CICLON 1.75 MT. ALT./CAL.12.50/20MTS.,"Alambre, malla y cercas","Alambre, malla y cercas",CAL.12 1.75 MT 20MTS 50/20
"INDUSTRIAL DE ALAMBRES , S.A DE C.V",MALLACI2CAL.12.50,MALLA CICLON 2.00 MT. ALT./CAL.12.50/20 MTS.,"Alambre, malla y cercas","Alambre, malla y cercas",CAL.12 2.00 MT 20 MTS 50/20
"INFRA, S.A DE C.V",BOQP/CORT-4157,BOQ. P/CORT. OXIG. BUT. SC-50 A-1(5/8)C-4157,Soldadura,POR CLASIFICAR,5/8
"INFRA, S.A DE C.V",4184,BOQ.CORTE OXIBUTANO(4184),Soldadura,POR CLASIFICAR,
"INFRA, S.A DE C.V",BOQUILLA,BOQUILLA NO2,Soldadura y abrasivos,Soldadura (consumibles),
"INFRA, S.A DE C.V",BOQP/CORT-4158,BOQUILLA P/CORT. OXIG-BUT.  SC-50 A-2(1 1/4)C-4158,Soldadura y abrasivos,Soldadura (consumibles),1/4
"INFRA, S.A DE C.V",CABLE4,CABLE 4/AWG,Electrico e iluminacion,Electrico e iluminacion,
"INFRA, S.A DE C.V",CARSC400,CARETA PLASTICA SC400 P. GDE(CODIGO-8120),Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",EQUIPO,EQUIPO INFRA SMITHS EQP51-2CB-SM(4052),POR CLASIFICAR,POR CLASIFICAR,
"INFRA, S.A DE C.V",GOGLEVM,GOGLE VENTANA MOVIL(8528),Seguridad EPP,POR CLASIFICAR,
"INFRA, S.A DE C.V",GUANIN,GUANTE DE NILON TIPO NINJA,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",GUACARCR,GUANTES CARNAZA CORTOS REF.,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",MAN15MTP/OXI-ACET,JGO.MANG.CUATA P/OXI-ACET DE 15 MTS.,Herramienta manual,Herramienta manual,15 MTS
"INFRA, S.A DE C.V",MAN7.5MTP/OXI-ACET,JGO.MANG.CUATA P/OXI-ACET DE 7.50MTS.,Herramienta manual,Herramienta manual,7.50MTS
"INFRA, S.A DE C.V",GASOL,LENTES P/SOLDADOR 2SG002-C(8185),Herramienta manual,Herramienta manual,
"INFRA, S.A DE C.V",MAN50-4812,"MANOMETRO 2"" RANGO 28KG/CM2",POR CLASIFICAR,POR CLASIFICAR,"2"""
"INFRA, S.A DE C.V",MAN50-4807,"MANOMETRO DE 2"" RANGO 2KG/CM2 (COD-4807)",POR CLASIFICAR,POR CLASIFICAR,"2"""
"INFRA, S.A DE C.V",MASBOQ,MASCARILLA CON BOQUILLA 1740,Soldadura y abrasivos,Soldadura (consumibles),
"INFRA, S.A DE C.V",MASCARILLA,MASCARILLA PLEGABLE P/POLVO ( 8326)(8327),Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",MASSEN,MASCARILLA SENCILLA(CODIGO-8288),Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",MPCLARO,MICA DE POLICAR. CLARO P/SC400(8123),"Herrería, forja y herrajes",POR CLASIFICAR,
"INFRA, S.A DE C.V",MPS12,MICA DE POLICAR. S-12 (8225),Seguridad (EPP),POR CLASIFICAR,
"INFRA, S.A DE C.V",MICA2.5D,MICA TRANSP. 2.5 AUM. DIOPT. (8530),Seguridad (EPP),POR CLASIFICAR,
"INFRA, S.A DE C.V",MICA1.5D,MICA TRANSP. AUM. 1.5 DIOPT. (8529),Seguridad (EPP),POR CLASIFICAR,
"INFRA, S.A DE C.V",PLASOLTH302,PLANTA DE SOLDAR TH 302,Herramienta electrica,Herramienta electrica,
"INFRA, S.A DE C.V",PLASOL130,PLANTA P/SOLD. INFRA ARCTRON 130,Herramienta electrica,Herramienta electrica,
"INFRA, S.A DE C.V",PLASOL160,PLANTA P/SOLD. INFRA ARCTRON 160,Herramienta electrica,Herramienta electrica,
"INFRA, S.A DE C.V",PLASOL300,PLANTA PARA SOLDAR INFRA MI 2-300CD( 3631),Herramienta electrica,Herramienta electrica,
"INFRA, S.A DE C.V",PLASOL225,PLANTA PARA SOLDAR INFRA MI225,Herramienta electrica,Herramienta electrica,
"INFRA, S.A DE C.V",PLASOLMI250L,PLANTA PARA SOLDAR INFRA MI250 L CD(COD-3630),Herramienta electrica,Herramienta electrica,
"INFRA, S.A DE C.V",PE250,PORTAELECTRODO DE 250 AMP. INFRA,Soldadura y abrasivos,Soldadura (consumibles),
"INFRA, S.A DE C.V",PE300,PORTAELECTRODO DE 300 AMP. INFRA,Soldadura y abrasivos,Soldadura (consumibles),
"INFRA, S.A DE C.V",MAN-500,PORTAELECTRODO DE 500 AMP. INFRA,Soldadura y abrasivos,Soldadura (consumibles),
"INFRA, S.A DE C.V",PROFAC,PROTECTOR FACIAL 3PF-300(CODIGO-8259),Seguridad EPP,POR CLASIFICAR,
"INFRA, S.A DE C.V",PROOI,PROTECTOR P/OIDOS(8267),Seguridad EPP,POR CLASIFICAR,
"INFRA, S.A DE C.V",REGSH1710C,REGULADOR INFRA SMITHS SH 1710-C,Soldadura y abrasivos,Equipo de soldadura,
"INFRA, S.A DE C.V",REPVIS,REPUESTO PARA PRO FACIAL(CODIGO-8005),POR CLASIFICAR,POR CLASIFICAR,
"INFRA, S.A DE C.V",SOLACINOX,"SOLD. ACERO INOX. 1/8""(ARCWEL308-L16)(29PZA)",Acero (barra y placa),Acero (barra y placa),"1/8"" 1/8"
"INFRA, S.A DE C.V",SOLACINOX3/32308L16,"SOLD. ACERO INOX. 3/32"" 58 PZAS (ARC-WELD308L16)",Acero (barra y placa),Acero (barra y placa),"3/32"" 3/32"
"INFRA, S.A DE C.V",SOLFOCOE,"SOLD. FO. CO. (ARC.WELD127)1/8"" ECON.(38PZA)(6040)",Soldadura,POR CLASIFICAR,"1/8"" 1/8"
"INFRA, S.A DE C.V",SOLIN1/8E,SOLDADURA 6013 1/8  INFRA,Soldadura y abrasivos,Soldadura (consumibles),1/8
"INFRA, S.A DE C.V",SOLIN3/32E,SOLDADURA 6013 3/32  INFRA,Soldadura y abrasivos,Soldadura (consumibles),3/32
"INFRA, S.A DE C.V",SOLIN7013,"SOLDADURA 7013 1/8""",Soldadura y abrasivos,Soldadura (consumibles),"7013 1/8"" 1/8"
"INFRA, S.A DE C.V",SOLIN7018INF,SOLDADURA 7018 1/8 INFRA (2195),Soldadura y abrasivos,Soldadura (consumibles),1/8
"INFRA, S.A DE C.V",SOLIN7018-3/32,SOLDADURA 7018 3/32 INFRA,Soldadura y abrasivos,Soldadura (consumibles),3/32
"INFRA, S.A DE C.V",SOLAL1/8,SOLDADURA DE ALUMINIO 1/8(70 PZ KG)2201E-AL-43,Soldadura y abrasivos,Soldadura (consumibles),1/8
"INFRA, S.A DE C.V",SOLDNILOX,"SOLDADURA NILOX FO.CO DE 1/8""( 27 PZA.X KG)",Soldadura y abrasivos,Soldadura (consumibles),"1/8"" 1/8"
"INFRA, S.A DE C.V",SUSMAT,SUSPENSION MATRACA,Herramienta manual,Herramienta manual,
"INFRA, S.A DE C.V",TT250,TENAZA P/TIERRA 250 AMP 5T250(8280),Herramienta manual,Herramienta manual,
"INFRA, S.A DE C.V",TT300,TENAZA P/TIERRA 300 AMP .5T-300(8285),Herramienta manual,Herramienta manual,
"INFRA, S.A DE C.V",TT500,TENAZA P/TIERRA DE 500 AMP(8290),Herramienta manual,Herramienta manual,
"INFRA, S.A DE C.V",4526TCA,TUERCA DER-IZQ. 959 R Y L K-P/MANG-T,Tornilleria y fijacion,Tornilleria y fijacion,
"INFRA, S.A DE C.V",VICS10,VIDRIO CARETA S-10,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",VICS11,VIDRIO CARETA S-11,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",VICS12,VIDRIO CARETA S-12,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",VICS13,VIDRIO CARETA S-13,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",VICS14,VIDRIO CARETA S-14,Seguridad (EPP),Seguridad (EPP),
"INFRA, S.A DE C.V",VITRAN,VIDRIO TRANSPARENTE,Lamina y cubiertas,Lamina y cubiertas,
"INFRA, S.A DE C.V",ZAP300,ZAPATA 300 AMPS COD.8295,Soldadura,POR CLASIFICAR,
"INFRA, S.A DE C.V",ZAP500,ZAPATA 500 AMPS COD. 8300 INFRA,Soldadura,POR CLASIFICAR,
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-WP26,ANTORCHA P/SOLD. TIG WP26 4.5MTS. AX 200A,Soldadura,POR CLASIFICAR,4.5MTS
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-SP250EC,ANTORCHA SPOOL GUN-4MTS. AXT-SP250EC 250 AMP,Soldadura,POR CLASIFICAR,4MTS
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-BORNEHEM1/2,"BORNE HEMBRA 1/2"" (AX-TECH)",Soldadura (consumibles),POR CLASIFICAR,"1/2"" 1/2"
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-BORNEHEM3/8,"BORNE HEMBRA 3/8"" (AX-TECH)",Soldadura (consumibles),POR CLASIFICAR,"3/8"" 3/8"
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-CEAMERICA,CARETA ELECTRONICA AMERICA AXT,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-CEFRANK,CARETA ELECTRONICA AXT-CEFRANK,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-CEMETAL,CARETA ELECTRONICA AXT-CEMETAL,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-CEREX,CARETA ELECTRONICA AXT-CEREX,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-CEF1,CARETA ELECTRONICA VOLT CEF1,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-CEDRAGOB,CARETA ELECTRONICA VOLT DRAGON,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-CELUCHADOR,CARETA ELECTRONICA VOLT LUCHADOR,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-CEQUETZAL,CARETA ELECTRONICA VOLT QUETZAL,Seguridad (EPP),Seguridad (EPP),
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-P207LCD,PLANTA P/ SOLDAR  AXT-P207LCD,Herramienta electrica,Herramienta electrica,
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-EM207LCD/2,PLANTA P/SOLD.(AXT-EM207LCD/2) C/ANT. TIG (WP26),Herramienta electrica,Herramienta electrica,
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-AS110,PLANTA P/SOLD.(VOL-AS110)  VOLT 120 AMP.,Herramienta electrica,Herramienta electrica,
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-PE210TBV,PLANTA P/SOLD.(VOL-PE210TBV) VOLT 200 AMP. COMBO,Herramienta electrica,Herramienta electrica,
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",VOL-210TBV,PLANTA P/SOLD.VOLT.110/220  VOL-210TBV,Herramienta electrica,Herramienta electrica,110/220
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-160TBV,PLANTA P/SOLDAR  (AXT-160) AX TECH 160 AMP.,Herramienta electrica,Herramienta electrica,
"INTERNACIONAL TOOL COMPANY, S.A DE C.V",AXT-P120TC,PLANTA P/SOLDAR  (AXT-P120TC) AX TECH  120 AMP.,Herramienta electrica,Herramienta electrica,
JOSE ANTONIO VICCON PERALTA,ARCOR2,ARCO P/SEGUETA REFORZADO MOD.2,Herramienta manual,Herramienta manual,
LAMINAS ECOGREEN,R101H3.05,LAMINA POLICARBONATO HUMO R101 3.05,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101H3.66,LAMINA POLICARBONATO HUMO R101 3.66,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101H4.27,LAMINA POLICARBONATO HUMO R101 4.27,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101P2.44,LAMINA POLICARBONATO R101 2.44,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101P3.05,LAMINA POLICARBONATO R101 3.05,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101P3.66,LAMINA POLICARBONATO R101 3.66,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101P4.27,LAMINA POLICARBONATO R101 4.27,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101P4.88,LAMINA POLICARBONATO R101 4.88,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS ECOGREEN,R101P6.10,LAMINA POLICARBONATO R101 6.10,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LARC3.05,LAMINA ACRILICA CRISTAL DE 3.05 RECT,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LARC3.66,LAMINA ACRILICA CRISTAL DE 3.66 RECT,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LARC4.27,LAMINA ACRILICA CRISTAL DE 4.27 RECT,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LARC4.88,LAMINA ACRILICA CRISTAL DE 4.88 RECT,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LARC5.50,LAMINA ACRILICA CRISTAL DE 5.50 RECT,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LARC6.10,LAMINA ACRILICA CRISTAL DE 6.10 RECT,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAO1.83,LAMINA ACRILICO OND 1.83,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAO2.44,LAMINA ACRILICO OND 2.44,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAO3.05,LAMINA ACRILICO OND 3.05,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAO3.66,LAMINA ACRILICO OND 3.66,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR2.44,LAMINA ACRILICO RECT. 2.44,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR3.05,LAMINA ACRILICO RECT. 3.05,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR3.66,LAMINA ACRILICO RECT. 3.66,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR4.27,LAMINA ACRILICO RECT. 4.27,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR4.88,LAMINA ACRILICO RECT. 4.88,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR5.50,LAMINA ACRILICO RECT. 5.50,Lamina y cubiertas,Lamina y cubiertas,
"LAMINAS ECONOMICAS TRANSPARENTES, S.A DE C.V",LAR6.10,LAMINA ACRILICO RECT. 6.10,Lamina y cubiertas,Lamina y cubiertas,
LAMINAS Y ESTRUCTURAS DE PVC,BPVC2.95M,BAJANTE PVC 2.95M X8CMX6CM,Lamina y cubiertas,Lamina y cubiertas,2.95M 6CM
LAMINAS Y ESTRUCTURAS DE PVC,BPVC4M,BAJANTE PVC 4M X8CMX6CM,Lamina y cubiertas,Lamina y cubiertas,4M 6CM
LAMINAS Y ESTRUCTURAS DE PVC,CCENTRAL,CAIDA CENTRAL PVC 13.50X8.50X10.50X7.5CM,Lamina y cubiertas,Lamina y cubiertas,13.50X8.50X10.50 7.5CM
