"fila","proveedor","codigo","descripcion","existencia"
"1093","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","32135","BROQUERO DE 1/2 C/LLAVE HITOOLS(032135)","0"
"1094","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","32136","BROQUERO DE 3/8 C/LLAVE HITOOLS(032136)","0"
"1095","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","BROMAK1/2""","BROQUERO MAKITA DE 1/2"" C/LLAVE(019128)","0"
"1096","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CANPHILLTX-9TETRA","CANDADO PHILLIPS ANTIPAL. TETRA TX-9","0"
"1097","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CANPHILLIN0.12","CANDADO PHILLIPS N0. 12","0"
"1098","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CANPHILLIN0.12GL","CANDADO PHILLIPS N0. 12 GL","0"
"1099","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CRHP","CARETA REFORZ. ECONOMICA(035995)","0"
"1100","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CAR3M6001","CARTUCHO P/VAPORES ORGAN. 3M MOD. 6001","0"
"1101","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA725IFD","CHAPA 725 PHILLIPS  IF DERECHA","0"
"1102","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA725IFI","CHAPA 725 PHILLIPS  IF IZQUIERDA","0"
"1103","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA625IFD","CHAPA CORREDISA 625 IF DER. DC(036446)","20"
"1104","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA625IFI","CHAPA CORREDISA 625 IF. IZQ. DC(036447)","30"
"1105","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA800FD-AS","CHAPA MOD 800 FIJA D -AS (040667)","10"
"1106","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA800FI-AS","CHAPA MOD 800 FIJA I -AS (040668)","20"
"1107","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA800LD-AS","CHAPA MOD 800 LIBRE D -AS","10"
"1108","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA800LI","CHAPA MOD 800 LIBRE I","0"
"1109","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA800LI-AS","CHAPA MOD 800 LIBRE I -AS","20"
"1110","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHAPH900D","CHAPA MOD 900 DER PHILLIPS","0"
"1112","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA900I","CHAPA MOD 900 IZQ PHILLIPS","10"
"1113","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA321D","CHAPA PH 321 DC ABG","0"
"1114","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA50-LPH","CHAPA PHILLIPS 50-L P/MUEBLE","0"
"1115","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA715CLD","CHAPA PHILLIPS 715 CLD","0"
"1116","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA715CLI","CHAPA PHILLIPS 715 CLI","1"
"1117","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA715IFD","CHAPA PHILLIPS 715 IFD (0359)","302"
"1118","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA715IFI","CHAPA PHILLIPS 715 IFI (0357)","325"
"1119","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA525DC","CHAPA PHILLIPS ALUM. 525 DOBLE CILINDRO","0"
"1120","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA720IFD","CHAPA TETRA X-720 IFD ABG","0"
"1121","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CHA720IFI","CHAPA TETRA X-720 IFI ABG","0"
"1122","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINAIS","CINTA AISLAR NEGRA 18 MTS COHESA(000815)-2229","0"
"1123","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINAIS3M-013000","CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(013000)","0"
"1124","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINAIS3M","CINTA AISLAR TEMFLEX 3.4"" X 18 M (3M)(143451)","0"
"1125","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINAIST-2229","CINTA DE AISLAR 18 MM X 18 M.TUK(2229)","0"
"1126","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINCAN007061","CINTA EMPACAR CANELA 48MMX50M TUK(007061)","0"
"1127","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINTRA032211","CINTA EMPACAR TRANSP. 48MMX150M HITOOLS (032211)","0"
"1128","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINTRA032212","CINTA EMPACAR TRANSP. 72MMX150M HITOOLS (032212)","0"
"1129","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINPEN10CM","CINTA TAPAGOTERAS PENNSYL. 10 CM. (021202)","0"
"1130","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CINPEN5CM","CINTA TAPAGOTERAS PENNSYL. 5 CM.","0"
"1131","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CIZALLAJS3201","CIZALLA P/METAL MAKITA 710 W JS3201(039647)","0"
"1132","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CORBOSCH","CORTADORA BOSCH ( GCO2000)","0"
"1133","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CORMAK","CORTADORA MAKITA(COR2414NB)","0"
"1134","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","CORMAR","CORTADORA MARAGA","0"
"1135","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DADO","DADO MAGNETICO 3/8 P/TAL","0"
"1136","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DFANDG4041/2","DISCO LAMINADO FANDELI GRANO 40 4 1/2""(046063)","0"
"1137","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","64814","DISCO LAMINADO FANDELI GRANO 40 4 1/2""(64814)","0"
"1138","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DFANDG6041/2","DISCO LAMINADO FANDELI GRANO 60 4 1/2""(046064)","0"
"1139","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","64815","DISCO LAMINADO FANDELI GRANO 60 41/2(64815)","0"
"1140","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DFANDG8041/2","DISCO LAMINADO FANDELI GRANO 80 4 1/2""(046065)","0"
"1141","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DMAKITA","DISCO MAKITA P/CORTE 14"" A.89872","0"
"1142","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","D006123","DISCO PFERD 7"" CORTE METAL(006123)","0"
"1143","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DA60P","DISCO PFERD A60 4 1/2 ACERO INOX.(004642)","0"
"1144","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DA60I","DISCO PFERD A60 4 1/2 ACERO INOX.(020733)","0"
"1145","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DA60M","DISCO PFERD A60 4 1/2 CORTE METAL(000959)","0"
"1146","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DG40PFERC41/2","DISCO PFERD GRANO 40 4 1/2"" POLIFAN (031785)","0"
"1147","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DG60PFER41/2","DISCO PFERD GRANO 60 4 1/2""POLIFAN (031628)","0"
"1148","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","DG80PFER41/2","DISCO PFERD GRANO 80 4 1/2"" POLIFAN (034338)","0"
"1149","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","EMVIN5.5NEG","EMPAQUE DE PVC VINILO 545-5.5 PENSYL NEGRO","0"
"1150","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","ESMHP9","ESMERILADORA DEWALT 9"" (DWE490.B3)","0"
"1151","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","ESPPENFOAM","ESPUMA  PENS FOAM AMAR.LATA (030995)","0"
"1152","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","ESPPEFOAM500ML","ESPUMA  PENS FOAM MULTIPOSICION 360° 500M(043291)","0"
"1153","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","ESPPENMULT","ESPUMA MULTIPOSICION 340GR. (043292)","0"
"1154","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","FILTRON95-3M","FILTRO N95 3M (5N11)","0"
"1155","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","FLEIRWW5M","FLEXOMETRO IRWIN 5 MTS.","0"
"1156","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","GUCARFELA","GUANTE DE CARNAZA LARGO AFELPADO AZUL (034638)","0"
"1157","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","GUCARFEL","GUANTE DE CARNAZA LARGO AFELPADO ROJO (037563)","0"
"1158","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","GUANNITRI","GUANTE NITRILO NEGRO HITOOLS CH.(045553)","0"
"1159","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","31027","GUANTE NITRILO NEGRO HITOOLS GDE.(031027)","0"
"1160","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","31026","GUANTE NITRILO NEGRO HITOOLS MED.(031026)","0"
"1161","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","GUAPUNTON","GUANTE PUNTO NEGRO (006758)","0"
"1162","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","GUACARC-041623","GUANTES DE CARNAZA CORTO  GRIS ( 041623)","0"
"1163","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","ADAP039873","JGO. ADAPTADOR MANG. B.D  C/1PNTA.NUM.2(39873)","0"
"1164","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","33610","JGO. RIEL CAJON TELESC. 25CM  3601  (33610)","0"
"1166","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","33611","JGO. RIEL CAJON TELESC. 30 CM 3602 (033611)","0"
"1167","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","15377","JGO. RIEL CAJON TELESC. 35 CM 3603  (015377)","0"
"1168","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","14512","JGO. RIEL CAJON TELESC. 40 CM 3604 (014512)","0"
"1169","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","15378","JGO. RIEL CAJON TELESC. 45 CM 3605  (015378)","0"
"1170","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","15379","JGO. RIEL CAJON TELESC. 50 CM 3606 (015379)","0"
"1171","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","32833","JGO.BISAGRA OCULTA 90 EASY-ON C/TORN.(032833)","0"
"1172","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LAMFRON","LAMPARA FRONTAL","0"
"1173","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENCC003979","LENTE COHESA CLARO  (003979)","0"
"1174","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENCH003980","LENTE COHESA HUMO  (003980)","0"
"1175","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENMICGRIS","LENTE MICA GRIS 3M (11327)","0"
"1176","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENCLA25107","LENTE PROTEC. CLARO 25107","0"
"1177","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENGRIS25110","LENTE PROTEC. GRIS 025110","0"
"1178","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENSTEELCLA","LENTE STEEL CLARO AL-12(025104)","0"
"1179","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENSTEELESP","LENTE STEEL ESPEJEADO","0"
"1180","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENSTEELESP2","LENTE STEEL ESPEJEADO CLARO(031731)","0"
"1181","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LENSTEELGRIS","LENTE STEEL GRIS ( 025106)","0"
"1182","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","LIMABELLO14""","LIMA BASTARDA 14"" BELLOTA","0"
"1183","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","70470","LLAVE BROQUERO IRWIN 1/4"" - 3/8"" (70470)","0"
"1184","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","19129","LLAVE P/BROQUERO MAKITA (019129)","0"
"1185","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MANDRIL21836","MANDRIL P/CORTACIRCULOS 1 1/4"" A 6"" MAK. (21836)","0"
"1186","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MANDRILL2","MANDRIL P/CORTACIRCULOS 1"" 1/4 A 6 ""","0"
"1187","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MANDRIL21820","MANDRIL P/CORTACIRCULOS 9/16"" A 1 1/8"" MAK.(21820)","0"
"1188","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MANDRIL1L","MANDRIL P/CORTACIRCULOS 9/16"" A 1""3/16","0"
"1189","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MANP/LIMA","MANGO P/ LIMA PLASTICA","0"
"1190","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MASSEN3M","MASCARILLA SENCILLA 3M (9002 M)(037398)","0"
"1191","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","PIS-314","MINI PISTOLA DE GRAVEDAD MODELO G-314 (014525)","0"
"1192","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","MESM115","MINIESMERILADORA DE 4 1/2""MAQUITA ( 9554HNG )","0"
"1193","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","NIVMAGSTAN","NIVEL TORPEDO MAGNETICO STANLEY","0"
"1194","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","12098","NIVEL TORPEDO REF.ALUM.MAG.3G 9 BELLOTA(012098)","0"
"1195","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","PETEK20GR","PEGAMENTO ADHESIVO TEKBOND 20 GR. (051016)","0"
"1196","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","PETEKG1","PEGAMENTO ADVO PAQ 3 INST.TEKBOND 1G (051015)","0"
"1197","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","38461","PEGAMENTO RESISTOL NO MAS CLAVOS 225G(038461)","0"
"1198","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","IRW-0102L3","PINZA DE PRESION DE 10"" VISE-GRIP (012126)","0"
"1199","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","1905649","PINZA ELECTRICISTA 8"" IRWIN (1905649)","0"
"1200","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","1905650","PINZA ELECTRICISTA 9"" IRWIN (1905650)","0"
"1201","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","1905647","PINZA MECANICA DE 8"" IRWIN  (  1905647)","0"
"1202","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","PISALUM600ML","PISTOLA CALAFAT. DE ALUMINIO P/600 ML. PENSYL","0"
"1203","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","PISG352","PISTOLA DE GRAVEDAD VASO GIT. GONI MOD. 352","0"
"1204","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","2934","PORTA CANDADO GALVANIZADO 2 1/2"" (002934)","0"
"1205","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","2936","PORTA CANDADO GALVANIZADO 3"" (002936)","0"
"1206","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","PROOI3M","PROTECTOR P/OIDOS 3 M (037407)","0"
"1207","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","7356","RESANADOR AUTOMOTRIZ 2000 1LT/3K R1 RODISA","0"
"1208","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RESDBL","RESBALON DOBLE BALA LATONADO (012652)","0"
"1209","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RESFACIAL6200","RESPIRADOR MEDIA CARA MEDIANO 6200 3M","0"
"1210","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RETFILTRO501-3M","RETENEDOR DE FILTRO 5N11 MOD.501 3M","0"
"1211","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA51MM","RUEDA GIRATORIA PLANA 2"" INDUS.","0"
"1212","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA2""","RUEDA GIRATORIA PLANA 2"" ROJA HITOOLS (004532)","0"
"1213","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA3""","RUEDA GIRATORIA PLANA 3"" ROJA HITOOLS (004533)","0"
"1214","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEPLA4""","RUEDA GIRATORIA PLANA 4"" ROJA HITOOLS(004534)","0"
"1215","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA6""-57879","RUEDA PARA DIABLO 1BALERO - 6"" (057879)","0"
"1216","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA6""-5090","RUEDA PARA DIABLO BAL-D 6"" (005090)","0"
"1217","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA8""-5092","RUEDA PARA DIABLO BAL-D 8"" (005092)","0"
"1218","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","RUEDIA10""-5093","RUEDA PARA DIABLO BAL-D10"" ( 005093 )","0"
"1220","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGL8""-10DPP","SEGUETA LENOX (10DPP 810R)","0"
"1221","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGL6""-24DPP","SEGUETA LENOX (24DPP 624R)","0"
"1222","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLE6""","SEGUETA LENOX 6"" (18DPP 618R)","0"
"1223","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGL8""-18DPP","SEGUETA LENOX 8"" (18DPP 818R)","0"
"1224","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLC4""-10DPP","SEGUETA LENOX CALADORA-T MAD.4""(10DPP BIM-450S)","0"
"1225","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLCT/MET3""5/8-18D","SEGUETA LENOX CALADORA-T MET.3"" 5/8(18D BIM-318S)","0"
"1226","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLCU/MAD4""-10DPP","SEGUETA LENOX CALADORA-U MAD. 4"" (10DPP BIM-450J )","0"
"1227","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SEGLCU/MET3""5/8-18D","SEGUETA LENOX CALADORA-U MET.3""5/8(18D BIM-318J)","0"
"1228","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""","SIERRA CORTACIRCULOS BIMETAL 1"" (16L-30016)","0"
"1229","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""1/2","SIERRA CORTACIRCULOS BIMETAL 1""1/2 (24L- 30024)","0"
"1230","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""1/4","SIERRA CORTACIRCULOS BIMETAL 1""1/4 (20L- 30020)","0"
"1231","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICO1""1/4M","SIERRA CORTACIRCULOS BIMETAL 1""1/4 MAK (037849)","0"
"1232","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""1/8","SIERRA CORTACIRCULOS BIMETAL 1""1/8 (18L- 30018)","0"
"1233","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""3/4","SIERRA CORTACIRCULOS BIMETAL 1""3/4 (28L- 30028)","0"
"1234","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL1""3/8","SIERRA CORTACIRCULOS BIMETAL 1""3/8 (22L- 30022)","0"
"1235","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL2""","SIERRA CORTACIRCULOS BIMETAL 2"" (32L-30032)","0"
"1236","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL2""1/2","SIERRA CORTACIRCULOS BIMETAL 2""1/2 (40L- 30040)","0"
"1237","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL2""1/8","SIERRA CORTACIRCULOS BIMETAL 2""1/8 (34L- 30034 )","0"
"1238","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL3""","SIERRA CORTACIRCULOS BIMETAL 3"" (48L 30048)","0"
"1239","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICO3""M","SIERRA CORTACIRCULOS BIMETAL 3""MAK (037856)","0"
"1240","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICOL7/8""","SIERRA CORTACIRCULOS BIMETAL 7/8"" (14L 30014 )","0"
"1241","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SIBCOCAR300","SILICON BLANCO CAR 280 ML","0"
"1242","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILDUR300ML","SILICON CART. PENS DURETANO 300ML BCO.(013041)","25"
"1243","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILDUR300MLG","SILICON CART. PENS DURETANO 300ML GRIS(006684)","0"
"1244","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILDUR300MLN","SILICON CART. PENS DURETANO 300ML NEGRO (013218)","0"
"1245","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARHI-BOND280ML","SILICON CART. PENS HI-BOND BCO. 290ML. (030843)","0"
"1246","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","S1CAMARI300","SILICON CART. PENS MARINO BCO. 300ML. (033582)","0"
"1247","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILPOLIRAN300ML","SILICON CART. PENS POLICARBONATO TRANS 300ML035068","0"
"1248","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPENSBCO280","SILICON CART. PENS SILICON BLANCO 280 ML. (012039)","0"
"1249","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPENS280","SILICON CART. PENS SILICON TRANS. 280 ML.(004461)","0"
"1250","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPEPE280ML","SILICON CART. PEPE NEGRO 280ML. (011357)","0"
"1251","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPESELLNEGRO","SILICON CART. PEPE SELLADOR NEGRO 300 ML. (028847)","0"
"1252","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SIBCOCAR280","SILICON CART. PEPE SILICON BCO. 280ML (025196)","0"
"1253","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPEPET280ML","SILICON CART. PEPE SILICON TRANS. 280 ML(013269)","0"
"1254","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISUG300N","SILICON CART. SISTA  USO GRAL.NEGRO 300 ML","0"
"1255","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SIACRI140ML","SILICON CART.PENS ACRILASTIC 140 ML.(033315)","0"
"1256","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARACRI300ML","SILICON CART.PENS ACRILASTIC BCO. 300 ML.(004459)","0"
"1257","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARACRI300MLCH","SILICON CART.PENS ACRILASTIC CHAMP. 300ML (035806)","0"
"1258","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARACRI300MLN","SILICON CART.PENS ACRILASTIC NEGRO 300 ML (013383)","0"
"1259","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISAB300","SILICON CART.SISTA ACRILICO BCO. 300ML","0"
"1260","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISC300","SILICON CART.SISTA CONSTRUCCION 781 TRANS.300ML","0"
"1261","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISM300","SILICON CART.SISTA MULTIU. TRANS. 280ML","0"
"1262","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISMB","SILICON CART.SISTA MULTIUSOS  BLANCO 280ML.","0"
"1263","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISUS300B","SILICON CART.SISTA USO GRAL. BLANCO 300 ML.","0"
"1264","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARSISUG300","SILICON CART.SISTA USO GRAL. TRANS.300ML","0"
"1265","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILDURG95GR","SILICON DURETAN GRIS. 95 GRS. (60285)","0"
"1266","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICAHITECH","SILICON EN CARTUCHO HI-TECH BCO 300ML(030842)","0"
"1267","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARANCLQ70","SILICON PENS ANCLAJE-Q70 VINILESTER 300ML(052400)","0"
"1268","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPENBYC","SILICON PENS. BCO BAÑOS Y COC. 280ML.(012041)","0"
"1269","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILDUR95GR","SILICON PENS. DURETAN BLANCO 95 GRS (029282)","0"
"1270","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILPENST20GR","SILICON PENS. TRANS. 20 GR (004457)","1"
"1271","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SICARPENBYCT","SILICON PENS. TRANSP. BAÑOS Y COC. 280ML. (012040)","0"
"1272","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILPEN75GR","SILICON PENS. TRANSPARENTE 75 GR. (004458)","0"
"1274","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SECARPEPEBCO","SILICON PEPE SELLADOR BCO 300 ML(016393)","0"
"1275","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILSALCHD600ML","SILICON SALCHICHA DURETANO 600 ML. PENSYL (042539)","0"
"1276","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILSALCHDB600ML","SILICON SALCHICHA PENS DURETANO BCO 600ML.(037253)","0"
"1277","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SILSISTATRAN82.8M","SILICON SISTA MULTIU. TRANS. 82.8 ML.","0"
"1278","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","SOLCIN3M","SOLUCINTA NEGRA 3M DEVCON","0"
"1279","FERRETERA CENTRAL DEL GOLFO, S.A DE C.V","VARBRO","VARILLA DE BRONCE 1/8"" X 36""(17PZA/KGS)","0"
"1281","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ALAAD","ALA DE ANGEL DERECHA","0"
"1282","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ALAAI","ALA DE ANGEL IZQUIERDA","0"
"1283","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ALACISLAM","ALA DE CISNE LAMINA","0"
"1284","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ALAQD","ALA DE QUERUBIN DERECHA","0"
"1285","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ALAQ","ALA DE QUERUBIN IZQUIERDA","0"
"1286","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ALAS","ALA DE SERAFIN","0"
"1287","FORJA ARTISTICA RENACIMIENTO, S.A DE C.V","ANCH","ANGEL CHICO","0"
